FC1,FC2
1.3977,4.2557
2.4851,3.8349
2.385,1.8203
1.0977,0.2122
0.5919,0.5417
0.6486,1.4649
-0.5446,1.7944
-1.3939,2.4364
-2.2431,1.8599
-1.9984,2.346
-1.4097,3.0197
-0.0396,2.8499
1.2682,1.7116
4.2326,3.1985
6.1347,4.3731
5.7558,4.204
5.4082,5.785
6.592,7.7721
5.2758,7.2281
5.2098,7.5592
4.3315,6.6716
4.7345,8.1277
7.3876,8.6464
9.0408,8.3529
8.8194,8.747
8.3481,8.6412
7.0645,7.4416
4.031,6.1484
1.9976,4.9803
1.1518,3.2186
1.4625,1.832
3.1483,2.2267
6.9593,4.9029
9.7704,6.2041
9.9879,5.9741
11.8306,7.8381
12.4235,8.2958
12.1727,8.7536
12.4533,10.5551
12.984,11.8256
12.5775,10.2211
11.265,9.6481
10.6402,8.6377
9.7968,5.94
7.7661,4.4611
5.3605,2.4198
4.9239,1.0349
3.7375,0.9
1.1138,0.1403
-0.7285,-1.4317
-1.5394,-2.6599
-1.819,-3.2944
-0.3799,-3.3352
0.747,-2.7195
1.0616,-2.3224
-0.2799,-4.519
0.2225,-5.1531
0.9126,-4.0057
2.3842,-0.6083
1.7621,-0.242
0.8588,-0.9382
1.2056,-1.1344
0.8025,-2.7055
2.9621,-1.8389
3.9656,-1.816
3.7193,-1.8868
2.9106,-1.1138
1.602,-0.9345
1.8873,1.3386
1.6727,2.2992
0.9268,1.4161
4.306,3.1893
5.5916,3.4001
6.2524,2.1735
6.8821,0.7283
5.3559,-0.4043
4.9549,-1.0992
5.8353,-1.544
4.6535,-1.7388
2.9407,-1.2772
3.7904,-0.7843
5.0779,-0.0413
3.3029,-1.2981
1.2469,-3.0861
-0.3401,-5.9365
-1.7393,-8.7242
-1.9507,-9.9179
-2.2557,-9.4865
-3.0919,-8.0864
-2.5528,-6.6236
-2.6388,-7.1921
-4.4121,-9.2291
-8.0601,-12.3285
-9.0518,-14.834
-7.1369,-15.5894
-9.2218,-18.3759
-9.3377,-17.6934
-7.9534,-15.1984
-9.4439,-15.5784
-11.9341,-16.3957
-12.9555,-17.4317
-12.3204,-18.3738
-11.0913,-16.6907
-9.9557,-15.1012
-8.9764,-14.0429
-6.7155,-12.5782
-7.892,-13.9572
-9.287,-15.7735
-9.8381,-15.2773
-9.7329,-13.2498
-8.2841,-11.5974
-5.8351,-9.0074
-4.3548,-7.1675
-2.7493,-6.0149
-0.0187,-4.2997
4.6809,-0.1469
8.0683,2.4435
7.1746,1.5341
7.5,2.8748
5.4818,2.5282
2.8389,2.5568
4.0709,3.9603
6.7093,5.4265
8.1915,6.799
10.5175,8.3902
12.1875,9.0753
13.7326,9.5105
12.9965,9.9145
12.8233,11.3811
13.8067,13.7855
13.4463,13.8148
11.8673,12.2817
12.5071,11.9049
12.9282,11.7469
11.0683,9.3703
12.6148,10.0876
15.0678,11.5236
14.771,10.6472
13.287,7.9585
11.0845,5.0513
7.1635,2.4878
7.2112,2.7057
8.4779,3.3612
7.9635,2.9543
8.5117,3.4851
6.8726,1.3597
5.4524,-0.8593
3.5637,-2.2345
1.9877,-4.5156
1.6619,-4.2341
0.1177,-4.8275
-3.7703,-7.8271
-4.6895,-9.2955
-3.4836,-9.4825
-3.0588,-11.2631
-0.9463,-10.5748
-0.5838,-11.949
-0.5335,-11.6043
2.5796,-8.0094
3.9117,-6.5081
3.4315,-5.163
2.4202,-4.2866
1.6589,-3.9102
0.8039,-4.2212
-0.7698,-4.3447
-1.1872,-3.8745
0.6142,-2.7168
2.9157,0.5971
6.655,4.3174
8.8631,6.6939
9.3527,8.2892
10.5923,10.6658
11.6133,11.1051
12.6345,10.6383
13.9371,11.0467
13.3022,9.7051
11.3235,6.7698
12.0013,8.1157
11.6793,8.9931
10.6076,7.9645
11.1922,10.0608
9.3393,11.5947
6.1429,10.8787
3.9154,8.8504
4.5943,9.6034
6.3983,11.0127
8.0149,9.5471
7.3506,7.6129
6.7803,7.4287
6.3976,6.3384
6.3901,4.6231
5.7576,3.4391
4.9691,3.4739
4.7433,3.9464
5.3927,4.7628
4.2612,3.1419
7.4423,2.8962
11.6235,4.9319
12.7737,6.6551
12.1427,5.6908
11.7618,5.1015
9.506,4.4499
7.3128,3.6733
7.7759,2.6155
9.5829,3.8392
9.2339,5.1255
9.0726,4.3807
11.0677,5.7923
12.3754,7.5477
9.0583,5.6781
7.6786,5.746
8.174,7.2827
6.7944,6.3507
5.3523,4.3248
4.1915,3.924
5.5308,5.5545
7.5264,6.6227
9.2721,7.8159
10.6429,8.2279
9.8575,8.4211
8.6033,8.3643
5.6305,5.7763
2.8453,5.2196
0.9978,4.4442
1.4003,4.3251
3.1467,5.0811
4.7996,5.681
8.39,8.5621
11.6994,11.0059
13.9152,13.3559
14.9436,14.1435
16.0972,14.4625
15.7822,14.0003
14.3111,12.7882
12.6838,11.2638
12.1502,10.4581
12.2106,9.2462
11.2398,7.5657
9.1754,5.1665
9.6737,6.1736
9.9847,5.8684
8.171,4.3133
2.6699,1.0709
-2.2374,-1.5779
-2.9572,-2.8205
-1.5833,-3.0005
-2.3342,-4.2117
-1.9913,-4.2665
0.3518,-4.3839
1.8512,-4.22
2.0693,-2.8374
1.8186,-3.2362
2.193,-3.2599
2.4426,-3.2522
2.9421,-2.4946
1.5666,-2.9245
1.3161,-3.7919
3.2845,-3.1592
5.003,-2.4326
2.4403,-3.7685
0.3463,-3.3857
0.9711,-2.1279
0.4084,-1.8389
-2.123,-3.1749
-2.5607,-3.1358
-1.2482,-2.1278
-0.5607,-1.401
0.2206,-0.4866
5.5958,2.8967
10.6586,6.8113
11.5341,7.5073
12.8784,9.7658
13.4415,11.0242
11.5047,10.3452
8.8806,9.1037
7.0377,8.6436
7.8512,8.9336
8.4772,9.0673
8.8533,7.8261
7.8544,6.9599
6.1994,6.2813
4.2007,4.9777
4.2334,4.643
4.1412,5.2458
4.2365,5.9424
4.2068,4.7326
3.5834,3.5855
1.6165,1.5947
0.5245,0.5102
-0.6299,-0.8244
-2.7841,-1.8464
-2.532,-0.5247
-1.3736,1.2658
-3.9651,0.4314
-7.744,-2.6217
-10.8353,-6.5497
-13.3018,-9.884
-13.6745,-10.1246
-13.4222,-10.5525
-12.0449,-11.1992
-10.2611,-11.2209
-11.4148,-12.18
-14.3184,-14.2328
-16.2842,-15.8478
-15.7186,-15.0565
-13.2781,-11.9839
-12.3688,-11.1925
-12.4908,-11.8074
-11.0503,-12.1409
-8.0472,-10.7557
-7.2003,-8.6204
-5.947,-5.8914
-4.0062,-3.3185
-3.9716,-2.7144
-5.4369,-3.2665
-6.996,-3.5999
-7.3676,-4.277
-4.7079,-1.6104
-3.2984,-0.194
-1.6703,-0.3401
0.9577,0.0449
2.0545,1.8673
4.245,5.3773
3.4981,6.3561
2.22,6.8974
2.5669,7.845
3.9137,7.48
4.2607,5.8027
4.2015,5.1567
3.8923,5.2608
2.9268,3.4273
2.4614,3.8439
2.8712,5.1356
2.781,6.9274
3.5034,9.4069
5.0698,10.4489
4.6987,9.0848
2.2337,6.7831
-0.5126,5.1062
-0.5403,4.023
2.2444,4.7524
4.6229,6.4191
6.2515,8.3983
7.7552,9.9714
6.9152,9.9196
4.9503,9.274
4.3291,9.2534
5.6765,9.139
6.2739,8.6183
5.8089,7.2539
7.3125,7.5144
9.4098,8.8062
8.0385,8.0668
7.1673,7.3588
9.1087,9.4946
7.2064,9.9742
4.7728,9.7975
5.6828,9.0583
4.1555,5.8192
3.9407,4.4239
4.5384,4.8724
4.105,4.9772
2.9216,3.7696
4.0506,3.218
5.1171,3.8227
2.7775,3.1463
-0.5622,1.8449
-0.0269,1.1685
1.0708,0.0233
1.4498,-0.4967
1.8288,-0.9854
2.6141,0.4008
3.4619,1.9433
3.6222,1.5171
3.2201,2.3721
3.6929,3.0709
4.0094,3.4258
1.2321,2.4683
-0.7641,0.9482
-0.1039,2.3343
0.8373,2.9391
3.2787,4.1377
2.6577,4.3677
1.2243,2.5977
-2.4904,-0.8285
-5.6425,-3.1297
-7.5446,-3.4621
-8.0406,-3.7632
-4.943,-2.4707
-2.5954,-2.2719
-2.0604,-3.2294
-1.1192,-2.5932
-1.8341,-2.9882
-3.674,-4.3206
-4.6702,-5.5593
-6.51,-5.9855
-8.5374,-5.693
-12.1585,-7.213
-12.561,-8.5455
-10.5573,-8.2531
-9.0223,-7.3356
-8.081,-8.2618
-8.4521,-9.6879
-6.542,-8.8015
-3.9445,-8.0714
-5.1595,-9.4038
-5.4058,-8.5486
-5.7771,-7.0996
-4.8984,-6.9006
-5.3635,-7.5141
-6.5162,-9.0652
-4.3565,-8.9287
-2.1342,-7.2924
-2.8497,-7.0312
-2.6902,-6.3325
-4.0932,-5.5402
-6.1525,-6.3728
-8.7117,-7.2992
-9.0211,-6.9131
-6.9868,-6.0896
-4.7026,-3.9848
-2.5122,-1.9737
-1.5407,-2.7751
-1.2566,-3.4516
-0.4726,-1.3468
-0.5324,-0.617
-2.3422,-2.2935
-5.1833,-3.0325
-7.6808,-3.1778
-8.8659,-4.4795
-6.4884,-3.1562
-3.7672,-1.4579
-2.6086,-1.4471
-2.825,-1.7488
-2.8851,-0.9569
-2.1015,0.5225
-4.068,0.3768
-6.5033,-0.4564
-6.9074,-0.5084
-5.4366,-0.1853
-5.2782,-0.6746
-5.0885,-1.445
-2.6176,0.6283
-1.1781,2.7954
-2.7073,1.3999
-4.2365,-0.1831
-4.2971,0.3588
-4.889,1.9943
-7.3247,1.5673
-8.0729,0.7967
-6.6338,3.401
-6.0385,2.9426
-6.5684,1.3593
-5.7544,0.8697
-7.0656,0.0363
-8.7832,-1.6098
-10.7195,-5.2246
-10.2809,-4.3395
-9.1235,-2.8919
-9.9038,-3.9442
-10.5589,-5.3715
-9.3391,-4.2362
-8.4942,-4.257
-7.1807,-4.6842
-6.211,-2.7364
-4.1163,-0.3511
-0.5841,2.0653
-0.3333,3.7317
0.605,5.2105
-0.1757,3.2519
-0.0815,1.6994
2.4189,3.2718
2.888,4.4382
2.982,5.0107
3.2948,4.3646
2.8265,3.0622
2.1394,1.3848
1.5146,0.7698
-1.7353,0.1236
-3.6102,0.571
-3.1102,0.581
-4.3291,-1.5653
-7.3917,-3.5554
-7.9544,-3.8579
-5.9546,-2.2229
-3.7674,0.537
-4.1427,0.7342
-4.7057,0.3376
-6.5812,-1.4027
-10.2068,-4.5806
-12.3324,-7.6958
-12.2392,-7.4672
-10.2711,-5.9573
-8.8031,-5.76
-7.6165,-5.8753
-7.8987,-5.7719
-9.2122,-6.856
-10.5882,-7.5339
-13.683,-8.4929
-16.9027,-10.0457
-16.3411,-10.2546
-15.936,-10.8699
-16.406,-10.8603
-13.3762,-9.6945
-10.0027,-7.6224
-10.8478,-8.2691
-12.818,-10.697
-13.3195,-11.9062
-15.3523,-12.803
-17.0414,-12.5433
-18.4805,-12.6587
-17.2323,-12.0867
-13.4841,-10.0147
-12.6109,-9.7241
-12.1441,-10.7773
-13.0837,-11.3618
-13.9607,-10.2276
-11.9004,-7.9996
-10.5588,-7.428
-11.1548,-6.8564
-12.6884,-7.0037
-12.8472,-6.7448
-9.5374,-3.7048
-7.4776,-3.196
-7.5116,-5.156
-2.6707,-2.7409
-1.5486,-1.9197
-1.6452,-1.036
-0.5232,1.6601
-1.0575,2.95
-2.7481,3.4898
-2.1264,4.2172
-0.2547,6.0069
1.9293,7.3592
4.4571,6.6176
5.0784,5.2822
4.8248,5.5405
2.9149,4.33
1.0675,3.2446
-1.5924,2.1592
-5.9713,-2.3638
-7.8189,-3.6055
-8.1041,-3.1285
-9.4517,-5.7138
-8.393,-5.9241
-7.2719,-5.3531
-7.4947,-4.6258
-7.4675,-3.6174
-7.659,-4.0778
-8.8818,-4.8192
-10.6983,-5.3107
-12.0774,-6.0524
-13.9254,-6.8878
-15.3983,-9.4733
-15.5275,-12.7774
-14.7505,-14.0504
-13.0985,-12.7296
-13.1027,-12.1275
-12.7945,-11.338
-13.7052,-11.0799
-13.4285,-9.978
-12.3392,-9.6886
-9.9687,-9.2116
-8.567,-9.4221
-9.0092,-9.7889
-8.639,-9.8432
-6.1124,-8.6163
-4.8982,-7.6393
-4.9028,-6.9749
-5.5638,-5.2169
-8.0373,-5.4589
-9.0109,-6.5134
-7.4534,-4.568
-7.2708,-4.9664
-8.0572,-7.9273
-7.75,-9.7946
-6.443,-8.7871
-6.6362,-8.4047
-6.7669,-8.6787
-9.1789,-11.0151
-13.0596,-14.0703
-13.5654,-12.9068
-11.8215,-11.212
-8.8278,-9.2361
-7.2403,-7.5102
-3.4967,-3.8781
0.5282,-1.0897
2.2719,0.6362
4.1719,3.1433
4.2593,4.4941
3.0343,4.5012
0.6842,2.7583
-0.7284,2.3279
-1.6413,1.9287
-3.5228,-0.6267
-4.8731,-3.557
-4.0672,-4.3935
-4.3862,-6.3862
-6.3614,-8.7227
-6.1804,-7.8717
-5.7182,-6.2394
-6.1311,-4.1071
-6.3877,-3.2248
-6.0195,-3.9051
-5.6514,-3.0855
-3.0335,-0.641
0.3969,1.1471
1.546,0.5915
0.5076,-0.5891
1.1568,1.3867
0.1497,0.8937
-4.1387,-2.0993
-6.2396,-3.4048
-7.5904,-4.179
-8.5039,-4.6095
-7.1362,-3.9775
-5.4872,-4.408
-4.7444,-5.3071
-6.0016,-5.6125
-5.6337,-4.1054
-5.5159,-2.6296
-5.4606,-0.9664
-4.9992,-0.1158
-2.7567,0.9535
-1.9517,0.6791
-0.8031,0.7795
1.5017,2.6613
3.5878,4.1056
3.7989,4.2061
1.9788,4.9316
2.2211,6.3446
0.8073,5.3826
-2.2628,3.4207
-3.1454,3.5212
-2.6844,2.3092
-0.3796,1.8161
2.0188,4.0417
4.136,5.5486
5.3157,6.1804
5.9016,6.7186
7.7374,8.4129
8.7921,9.7322
6.7217,9.1452
3.2138,5.3395
1.0183,2.2213
0.9166,1.5094
3.0024,1.9851
4.9944,1.7107
6.4552,2.4988
6.9785,3.1933
6.4392,2.8564
4.1499,1.3945
3.2357,1.3389
2.8839,2.1584
2.0009,1.2903
2.0554,0.9536
5.1412,2.1481
8.7582,2.4363
10.844,1.8808
8.836,0.1064
8.6404,1.4571
9.3198,3.3702
8.3116,3.2208
6.7096,2.7274
3.9825,1.4841
3.2242,0.9282
4.7472,2.4349
5.7702,2.6291
5.9807,1.1357
5.4726,-0.0451
6.027,1.2428
4.3002,0.2494
2.5108,-0.4002
2.3153,0.8253
2.7134,0.3945
4.3614,1.8699
6.197,3.0953
9.2826,4.4458
11.8994,5.5463
11.2037,5.8032
11.1018,6.3725
11.5,6.6605
9.3669,6.386
6.5152,5.9242
5.4135,5.4935
8.5617,8.0316
11.3662,10.8509
13.2645,12.7015
14.5065,13.4583
14.1863,13.2464
12.8348,11.7533
12.9832,11.4476
11.8817,10.5795
11.8115,10.9927
11.3662,10.2809
11.3273,10.2566
11.2257,9.7322
11.3115,8.1766
12.4911,6.9647
12.6082,6.9717
12.2879,7.0725
13.4365,7.3608
13.6476,8.3054
12.9213,9.6563
10.3199,9.0071
8.2497,6.2954
7.7109,4.5213
8.547,4.2159
9.5706,2.8792
10.2193,1.23
8.1806,0.0184
5.6734,-0.3181
7.4474,1.6579
6.0964,0.9151
2.7143,0.0473
3.8321,1.3983
6.1063,3.9368
2.1616,0.694
2.2795,-0.1113
5.3037,1.9897
6.8593,3.372
4.1338,1.5356
1.3146,-0.4882
0.2454,-0.4808
-2.9487,-0.9108
-2.0178,-0.8409
1.1005,1.1352
1.8751,1.7677
2.6185,2.4627
5.5183,4.1265
9.2305,7.0403
9.9428,8.2979
7.9989,6.8055
5.0551,6.3132
3.8613,7.1646
3.6675,8.2036
3.8802,9.3365
5.7805,10.0633
8.0557,10.6025
8.2686,8.6418
6.8565,6.3686
6.1631,5.9078
5.7822,6.1658
4.9639,7.0176
2.7706,7.0569
1.5461,5.9398
0.6965,5.7916
0.9095,5.6748
2.2789,4.7768
3.867,3.1602
4.5179,1.7624
3.2938,0.3647
3.0387,0.1858
0.8461,-0.3369
-2.409,-1.2346
-5.4139,-2.6322
-5.4501,-1.6547
-3.2051,-0.1773
-2.7725,-0.2935
-3.121,-1.5973
-3.7506,-3.5884
-4.3802,-5.1733
-7.1035,-7.3519
-7.6704,-7.718
-7.0497,-7.5842
-10.2727,-9.0128
-13.2769,-11.0665
-14.7497,-13.5575
-12.0973,-12.1734
-8.3511,-9.1329
-6.5736,-8.4675
-4.0772,-6.1457
-1.5495,-3.1052
-0.178,-0.6272
-1.4002,-1.0555
-3.9973,-1.5464
-5.3757,-2.256
-3.6289,-2.4031
-2.5695,-2.9563
-0.9789,-2.8846
2.9554,0.2809
4.2023,1.7276
4.0118,1.2682
5.1964,2.0589
5.7561,2.537
1.6283,0.39
0.5005,0.3057
5.5602,4.9402
6.8702,6.8247
7.9927,7.1156
13.0841,8.8441
16.2069,10.5414
15.736,10.4262
14.734,9.9984
11.9508,9.1955
9.1364,9.1427
7.7596,8.8712
9.3203,9.9434
11.4748,10.9532
12.3482,11.3067
14.5653,11.3478
16.3451,10.0453
17.0625,9.8679
16.4675,10.0654
16.9664,10.0442
15.5904,8.9607
13.8395,8.7208
14.4324,10.231
14.6504,9.8349
15.0249,9.5328
15.4932,9.2933
14.0554,6.6789
11.1178,3.2209
7.4927,0.2628
5.7427,-0.5703
2.899,-2.3721
0.5241,-3.8927
-0.6006,-4.5069
-1.1938,-3.9646
-2.3494,-4.0472
-3.6612,-6.036
-2.9417,-8.1186
-4.191,-10.9824
-5.1588,-10.6273
-5.0013,-9.5219
-7.2812,-11.3228
-10.1858,-11.9361
-11.5905,-11.0182
-11.6825,-11.5377
-9.9932,-11.4009
-7.7725,-10.1391
-6.208,-8.9709
-5.5495,-8.8027
-4.6721,-8.3845
-3.9822,-6.2476
-3.2923,-4.5795
-3.5396,-4.8487
-5.1305,-6.7115
-6.7526,-9.043
-5.7807,-8.2494
-3.2462,-6.9244
0.5696,-4.0682
3.1044,-3.2744
4.4519,-1.6678
4.3934,-0.5924
3.7725,-0.3608
0.558,-2.5665
-3.6252,-4.0535
-2.5894,-2.0089
-1.9596,-1.2768
-2.0797,-2.9197
-1.4186,-3.2813
0.4927,-1.5803
1.7168,-0.3479
2.7847,1.1345
4.634,4.0544
5.7023,7.0057
6.6144,9.8008
5.5266,10.9397
5.4077,10.8598
7.6012,10.8425
5.6386,7.9814
3.2699,4.4016
5.2763,4.9782
5.8766,5.1486
4.7583,2.5378
2.9839,1.0521
-0.0403,0.8164
-1.3458,1.4557
0.2864,3.2827
1.1063,3.4848
2.4264,2.437
3.4028,1.4205
4.2857,1.8417
2.7313,0.7318
1.7708,0.9031
0.1229,2.5746
-0.181,4.3711
-1.0474,4.4176
-1.4451,3.9327
-2.1551,3.1668
-2.4587,1.5259
-2.0123,0.5413
0.4968,1.588
1.4748,2.0097
2.2341,1.494
4.0874,2.447
4.5034,4.1815
4.2633,7.0411
2.2734,5.5571
-0.1226,3.417
1.6067,4.5583
4.5549,5.5436
7.7221,7.4039
6.0144,5.7018
3.3381,3.9373
1.8497,2.2042
0.1115,1.2213
0.9048,2.5197
1.1045,2.6932
-0.102,1.5542
1.5978,1.9153
3.7978,1.9953
4.873,1.7942
3.8544,1.5305
2.0861,-0.7331
0.2242,-2.9967
-3.1688,-5.2289
-6.0928,-5.3985
-7.8291,-6.2867
-7.2215,-6.3623
-7.8324,-6.1565
-8.5994,-6.0443
-8.3038,-7.2133
-8.3206,-8.3512
-10.6498,-9.3014
-12.7287,-11.0015
-13.8075,-12.2953
-16.5111,-13.0891
-18.2458,-12.4765
-16.6367,-11.6762
-14.5899,-10.4384
-13.0116,-10.2629
-10.0581,-10.2123
-8.042,-10.0365
-7.8381,-9.9545
-7.3528,-8.1225
-7.7111,-7.5716
-6.538,-5.8643
-4.3334,-3.2507
-0.9411,0.5817
1.0451,3.1019
-1.0936,1.0596
-0.4197,0.4549
1.2232,1.1001
-0.7276,-0.5045
-2.3032,-1.4528
-0.3785,-0.0259
1.109,2.8074
2.003,5.7033
2.4283,7.0681
3.0101,7.933
4.4045,7.423
5.4241,4.5381
6.6626,3.247
7.995,4.2061
9.0777,5.0089
11.2542,6.1243
10.6184,7.3023
8.3578,7.199
8.0973,7.4708
8.8996,9.524
8.9208,10.7961
10.7861,11.131
10.4953,8.4346
8.267,5.332
7.4452,3.3544
5.3734,1.7518
4.0519,0.5555
4.5431,0.453
4.3468,-0.2431
3.3381,-1.6581
4.1419,-0.073
5.2585,1.5436
7.8441,2.7541
10.3674,4.0898
8.0473,2.6755
6.6648,2.8552
5.845,2.2849
2.9316,0.1834
0.2371,-0.8869
-2.6447,-1.3008
-5.0577,-2.7772
-3.2518,-2.316
-0.2582,-2.5422
-2.702,-6.7997
-4.7394,-9.2446
-4.9328,-9.5018
-5.751,-9.7902
-3.9127,-6.4535
-3.9491,-5.7103
-5.4541,-8.4983
-3.4591,-7.9113
-0.745,-5.9803
1.9067,-3.7366
3.8399,-2.7427
2.8047,-3.6861
2.7072,-3.0981
3.5473,-1.3851
4.0439,0.1406
3.197,0.9164
2.9754,3.2861
5.9102,7.3747
9.9703,10.0572
13.593,11.5523
14.4033,10.9224
12.9013,8.9488
11.1495,6.9754
10.1479,6.8145
9.584,8.4038
5.9577,8.1494
3.6441,6.0826
3.612,5.3284
5.2363,6.4806
7.7044,8.1328
8.9226,6.9724
8.5785,4.281
7.3284,3.1521
6.266,3.9296
5.9538,3.4884
2.6106,1.2349
-0.076,-0.6436
-2.1376,-3.022
-2.3865,-5.4004
-1.3854,-6.4975
-0.9154,-7.7821
-0.1016,-7.1605
0.8061,-6.0075
3.4952,-2.292
2.0594,-1.4202
-1.22,-2.1109
-4.8117,-3.7076
-5.4656,-4.8042
-1.6506,-1.2131
0.6646,1.7844
1.1364,0.407
1.2644,-1.3766
2.5802,-0.0977
2.8025,1.4313
2.4938,1.6792
0.9665,1.1459
-1.5606,0.1127
-1.8375,1.2047
-0.9581,0.7967
-0.1098,-0.5487
1.9263,-0.7376
3.6187,-0.4577
6.5614,0.9474
7.973,2.1964
10.0723,4.1954
14.2031,8.8508
14.5841,10.8501
13.5277,11.5994
13.4401,11.4112
13.3526,10.4731
13.4527,10.41
14.9903,10.347
16.4343,10.0341
14.2536,9.0963
14.2606,11.1587
16.5489,13.3774
16.2749,13.2523
15.2198,13.5334
15.8835,14.3771
16.5786,16.0646
15.0865,14.8148
14.5321,14.0652
14.009,12.2218
11.3298,8.5035
9.6197,8.8479
8.4098,10.3799
5.6376,10.287
2.7717,10.7566
1.9061,9.6014
1.4468,7.6649
0.7689,6.7598
0.5287,5.5109
-0.7738,2.7623
-2.7322,-0.5175
-2.6591,-1.8595
-1.5232,-1.295
-0.3558,-0.043
-0.5322,0.6154
-0.9584,0.2424
-0.5096,-0.4117
-0.8732,-0.3471
1.5756,0.6863
4.1808,1.3135
6.6611,3.6909
6.3917,4.4434
5.1851,4.2273
6.1662,5.5739
3.8975,4.0143
1.2542,2.8925
1.861,3.427
6.2805,7.4929
9.1063,10.4026
10.2137,9.75
10.5714,7.5351
10.1483,6.883
9.2878,7.8247
8.365,8.1727
7.8486,7.9584
8.0198,7.744
7.3786,5.7798
6.2062,4.4405
5.4402,3.695
8.1117,4.5745
10.6271,5.3292
8.4865,3.9277
5.0647,1.5575
2.5806,0.1249
0.8155,0.7236
-0.9808,1.7287
-2.402,0.7338
-2.2916,0.9579
-2.7747,1.4633
-2.5703,0.5
-2.7407,-1.1507
-2.7859,-2.2387
-3.081,-1.4829
-4.4697,-1.5708
-6.952,-3.1587
-8.7779,-2.6841
-7.4164,-1.3032
-6.5861,-1.5787
-6.6307,-2.4478
-5.3941,-3.567
-3.7824,-5.0299
-4.5768,-7.0552
-5.1835,-7.3929
-5.3525,-7.2303
-7.3962,-8.3489
-8.3148,-8.3737
-8.7332,-8.7734
-7.9014,-7.7042
-6.9757,-7.7911
-4.6124,-7.3779
-3.5616,-8.246
-1.5731,-7.3327
-1.8344,-7.2943
-0.0643,-6.1308
-0.7002,-6.1233
-3.6171,-8.0532
-5.7525,-9.3579
-3.7003,-9.2876
-2.8354,-10.6235
-3.0954,-11.3656
-1.6991,-9.0139
-0.7713,-7.8808
0.1254,-8.2788
-1.6963,-9.1141
-5.1741,-10.4492
-6.3705,-9.4094
-4.848,-5.682
-2.263,-3.2045
-0.9903,-1.3831
-1.8425,-1.5617
1.368,0.1349
3.4224,1.8628
2.9769,2.9033
3.2814,3.2563
2.8361,3.4843
3.6098,5.4624
4.1335,6.4094
6.5635,8.1688
7.7436,9.0845
8.7051,9.1877
10.6353,9.7597
9.0656,7.4255
8.4023,5.1851
8.6768,3.3198
8.5451,3.3608
6.0698,2.5268
1.4384,-0.4321
-2.9429,-3.9533
-4.1054,-5.412
-3.7365,-5.3395
-3.3988,-4.8918
-1.2797,-3.7566
-0.5041,-4.5901
0.3966,-3.8922
1.4536,-2.2569
0.3858,-1.9964
0.068,-1.8295
-0.5621,-2.1627
0.2766,-1.0895
2.7091,0.8899
5.3918,3.2755
8.6057,4.8174
10.0697,4.5156
10.0963,4.4013
7.1857,2.4122
1.994,-1.5768
-0.1663,-2.2531
-3.3264,-3.6794
-6.4553,-6.8869
-5.2091,-6.1569
-3.1192,-5.7706
-1.123,-4.603
-0.7829,-4.6854
0.5886,-4.8302
1.6478,-3.8187
0.0194,-4.151
0.1724,-2.3582
-3.0807,-3.4404
-2.865,-4.1163
-0.8367,-1.8234
-0.6521,-0.1867
2.4387,1.4188
5.6233,2.7743
7.6518,4.3484
9.4618,5.7978
10.3032,4.8097
8.3634,3.603
7.3614,4.7402
6.9531,4.9711
4.6699,2.1708
1.7306,-0.7856
2.4476,-0.0233
6.4771,2.2392
7.8194,3.1893
6.8493,2.4832
7.6607,3.496
7.7222,6.0089
4.8776,5.0845
4.4081,5.41
5.3761,5.7044
6.2817,6.8112
8.0624,7.2932
8.1556,5.5564
8.2802,4.4448
8.6861,3.3956
8.5922,3.3465
7.0297,2.1725
3.9047,0.8422
3.4362,2.1682
5.2489,3.7755
5.4681,3.9141
6.1562,4.7091
7.9069,5.6606
8.0641,6.2684
6.1902,5.0951
3.3788,3.2031
1.4112,1.7797
0.506,2.3563
1.9134,3.4018
1.6958,3.1659
-0.4905,2.0551
0.4171,2.4444
4.1998,4.3024
7.795,5.8793
9.2967,5.55
9.4548,5.9707
9.3004,5.9225
11.1773,8.187
13.3668,10.4514
14.1188,12.7159
13.1833,12.8555
12.1852,11.9012
12.3433,11.3531
13.1264,11.8052
14.6908,12.4446
15.8178,13.4903
14.8823,12.5674
12.3221,11.1445
11.3245,11.4718
10.4207,10.6428
8.0483,8.0639
7.6758,9.0474
8.3971,8.9997
10.1809,7.4831
11.996,8.154
11.6862,8.575
10.0954,7.4648
10.0671,7.8546
9.4763,8.3069
7.2606,7.6654
5.7949,7.149
4.579,6.3512
4.1757,5.7721
3.9912,3.1307
5.4005,1.958
5.9976,2.0668
5.3761,0.0818
5.8172,-0.3718
6.5397,1.3934
5.0746,2.3148
5.2658,2.3299
4.457,0.2826
2.8983,-1.9209
3.0896,-2.9682
4.1559,-2.7968
4.1285,-2.9691
3.7262,-2.0789
2.1051,-1.4388
1.2652,0.8888
-1.3559,0.5913
-2.9771,0.45
-3.567,0.1211
-3.3757,0.0423
-1.9342,0.0261
-0.6178,-1.0839
-1.2389,-2.2252
-0.9223,-1.5227
-0.5745,-0.3515
-5.0704,-3.4617
-6.7225,-3.978
-6.9057,-3.0881
-7.5264,-2.0418
-6.897,-2.7767
-6.4239,-4.199
-5.9507,-4.4025
-3.665,-3.231
-2.1918,-1.7471
-0.6873,0.8306
1.8484,5.0333
2.2903,8.0171
-0.1428,6.8134
-1.8883,4.3911
-1.7587,2.9375
-0.2854,1.3589
