FC1,FC2
-17.8351,-8.4645
-16.8298,-8.9119
-13.3562,-6.7659
-13.4768,-6.933
-11.6603,-5.3193
-5.0002,1.2631
1.4096,6.3763
-1.962,3.0206
-4.24,-0.3354
-0.4868,2.5585
-0.14,2.7647
-2.7621,-1.3419
-1.1658,-0.8864
0.9302,2.7562
2.4321,5.5859
4.434,7.0716
3.7795,5.8384
0.5314,2.3867
-1.3105,1.1535
-3.0587,-0.4546
-2.6821,0.5932
-4.4933,0.5157
-6.3672,0.5941
-2.9602,4.3908
0.0402,6.4059
-2.272,2.8896
-1.959,1.7795
-3.8024,-1.2057
-3.4272,-1.9725
-0.1145,0.1043
-0.1457,-0.288
-1.0521,-2.1179
-2.1773,-4.1355
4.1661,1.2841
9.9468,5.6098
12.4775,6.4665
10.8833,5.3857
4.5078,0.6173
-2.2114,-6.3699
-5.7118,-11.451
-9.306,-14.7822
-10.9005,-15.8325
-9.1825,-13.3518
-5.9648,-6.9963
-4.6847,-4.1098
-3.9048,-3.9422
-2.1874,-3.8686
-0.4389,-2.8263
-1.8779,-6.0343
-1.6918,-6.8985
-0.9432,-6.4815
-5.1009,-11.971
-5.6965,-13.4922
-1.3235,-10.6387
-2.1692,-12.1602
-4.4212,-15.3694
-6.9546,-18.8289
-6.7381,-18.851
-5.7405,-18.6545
-7.9619,-21.4584
-7.9645,-22.1687
-7.7174,-20.3169
-8.3142,-20.3403
-3.9424,-15.9891
-2.3521,-12.9818
-4.6055,-12.4123
-5.2649,-13.0927
-5.1118,-13.8981
-5.7399,-14.3911
-3.618,-11.6343
-3.7148,-9.6275
-4.1865,-7.9958
-2.3457,-5.333
-1.6612,-4.1704
-0.5393,-2.3828
2.395,0.2796
5.1105,3.473
3.7011,2.854
1.8853,0.8286
1.9133,1.0531
0.8161,-0.9413
-3.8437,-5.4673
-7.4098,-8.2122
-9.4759,-9.8635
-7.7921,-7.9524
-3.046,-2.8542
0.5752,0.3692
4.7593,2.4677
5.4434,1.4724
0.7526,-3.6167
-0.6257,-5.7996
1.4022,-4.4514
3.1486,-2.8223
3.2387,-3.631
3.7348,-3.7211
2.4185,-3.0301
0.571,-6.3078
-2.0888,-10.9917
-2.4358,-11.1753
2.5299,-7.0776
6.5895,-4.5111
6.2429,-4.9445
5.5838,-5.0656
4.737,-6.0307
9.8276,0.0978
13.9807,6.945
12.3214,6.5735
14.256,9.2332
16.8158,11.9555
19.4693,14.8339
18.5915,13.6808
15.8075,11.5276
10.2424,6.9057
2.2712,1.0338
4.8626,4.6306
12.8915,11.3522
16.2017,14.3239
12.9496,10.6393
12.385,10.0171
14.2581,12.5824
19.2876,17.0853
24.1924,21.2133
27.5035,24.4351
23.7209,20.3131
17.0947,13.0035
13.1248,9.1313
13.7799,10.3529
19.1228,13.6995
20.4971,13.515
19.2466,11.9243
19.1211,9.6461
19.1207,7.8678
18.5578,5.8706
17.12,5.9046
17.3071,8.0321
18.4316,7.0656
16.5873,4.5678
14.2432,1.9763
13.8992,0.7911
15.7742,2.3873
15.3994,1.1399
10.5249,-5.6074
6.1816,-9.2924
2.6196,-12.2588
3.6827,-10.5065
10.0893,-3.1296
14.8397,3.0909
15.3712,4.6862
17.8716,7.6877
18.8097,9.8143
14.7479,6.6284
10.7175,3.1613
13.3433,6.1003
11.2815,4.8828
4.876,-0.3973
3.7208,-1.771
5.6908,0.9491
8.3797,2.6693
10.0689,3.1709
12.2269,6.0474
10.8226,6.2054
11.7312,7.1447
12.1087,6.5218
9.424,3.5864
8.0205,1.6822
7.6485,0.0281
8.5578,1.6239
10.7798,3.7823
13.2833,4.1284
13.3495,3.2559
13.1971,3.3209
15.7325,6.3548
20.018,9.9513
18.8975,8.204
15.5585,4.5194
15.4072,3.7098
15.5373,4.5878
14.9488,3.8719
14.923,2.5624
15.1786,2.5343
17.372,5.2876
13.4408,1.7912
8.4161,-2.5488
7.2664,-1.9202
6.4918,-1.6041
4.9986,-3.7879
7.6619,-1.1904
7.8253,1.6571
10.0514,5.4422
17.3401,12.1023
19.1291,14.1375
15.0434,10.0167
8.4894,3.4587
7.1229,3.4006
4.2563,3.6861
0.2024,0.5654
0.18,1.5073
1.6889,5.3868
5.1355,8.7663
8.6447,11.5522
8.123,10.7445
9.4766,11.7184
6.9244,8.2549
0.1849,1.2603
-4.3047,-1.7032
-6.4817,-3.4481
-5.4088,-2.6307
-3.1482,-0.1571
-1.1374,2.6291
3.311,5.259
1.3847,1.6704
-7.4789,-6.8243
-9.1547,-9.8189
-8.4553,-10.3133
-12.0368,-13.1826
-13.0246,-14.7394
-10.1683,-12.3898
-5.3741,-7.165
-4.1734,-5.4399
-3.5662,-4.5585
-0.865,-3.6144
-1.7572,-5.2327
-2.8366,-7.4131
-4.2906,-9.3746
-3.9004,-7.4296
-7.1349,-8.1093
-8.1816,-7.6952
-4.2594,-4.6247
-7.2121,-8.0544
-13.0398,-14.2027
-12.7735,-15.7259
-8.7254,-12.0298
-7.5518,-9.7083
-8.2215,-10.7615
-8.0473,-12.5333
-10.029,-13.8675
-13.5105,-16.3266
-13.9605,-15.1293
-15.2229,-14.8068
-15.3288,-14.2341
-10.8716,-11.4422
-8.7889,-12.2123
-8.4246,-12.5134
-7.2786,-12.0642
-8.2884,-13.8647
-9.3607,-14.6652
-8.9641,-13.8095
-8.1613,-13.1101
-4.1708,-9.223
-5.4299,-7.5857
-3.7825,-7.1983
2.8962,-2.592
6.2941,0.952
3.6299,-3.0974
2.9349,-4.7715
0.8338,-5.133
-2.7359,-7.6195
-3.4614,-8.9496
-1.6243,-7.1545
-4.4119,-8.9842
-7.9495,-12.0014
-6.2367,-11.5496
-4.6172,-10.5974
-4.5286,-10.7074
-0.3144,-7.567
3.3064,-3.8011
-0.1976,-6.0041
-1.1079,-7.1133
-0.7678,-6.6285
-4.2087,-7.4873
1.6631,-1.4085
11.0666,6.7019
12.0953,7.4375
9.7492,4.9232
9.0911,3.5967
7.7458,2.333
0.307,-4.9306
-8.5378,-12.569
-12.6324,-14.3949
-8.6956,-9.8143
-3.3835,-6.1398
-0.7586,-4.84
-3.7582,-6.0086
-5.1324,-6.2707
-4.6001,-7.5951
-8.0048,-10.9815
-9.3778,-10.7114
-7.1567,-7.7223
-5.5914,-5.108
0.3179,-0.1497
5.2901,3.1528
6.0126,1.4866
8.6103,2.8519
9.0832,2.7173
9.619,2.8018
8.7488,2.0427
5.5977,1.1589
3.4785,-0.1307
2.9535,-1.2948
2.3663,-0.8649
6.8731,4.7839
11.0678,8.4644
9.8879,6.5515
6.3021,2.389
3.8417,0.3517
2.5066,-0.8103
-0.1093,-3.5656
-2.2561,-5.9457
-1.8091,-5.2633
-1.8307,-4.2996
-1.0084,-2.2108
1.1579,-1.2156
3.8873,1.7489
4.367,3.2763
5.5971,3.4915
8.6714,4.9571
7.3087,4.5794
6.4463,4.5457
10.9281,7.6997
13.7852,10.0103
14.6115,10.5714
14.6257,9.7266
17.1089,11.632
21.2487,15.2564
22.2325,17.2249
23.7481,18.4749
21.4201,15.3188
14.9359,8.4127
13.0769,7.0067
12.9056,7.4759
12.8594,7.9139
11.9697,7.477
11.7054,6.7593
14.7229,10.8545
13.9597,11.6691
11.7595,9.2029
10.216,6.7058
5.6415,2.8652
7.0673,4.3374
12.2122,8.5598
14.1699,11.3761
15.6904,15.0676
19.8988,18.822
23.4514,21.5767
21.7234,20.457
15.7458,15.4626
11.6122,11.7186
8.1041,9.131
4.2212,5.7311
5.9635,7.7376
6.081,8.6505
3.5737,6.2512
2.2543,2.7272
4.404,3.8597
8.6166,8.0239
11.5485,9.3136
10.481,7.5413
9.1014,6.6444
7.4095,5.8101
5.9678,3.0698
9.0577,5.6735
12.898,10.8714
16.6762,13.0072
14.5487,9.6122
12.9839,7.9362
13.7319,8.6668
11.6054,6.6478
8.9169,4.1917
7.6348,3.3921
9.4155,5.1552
13.3839,9.2622
12.8839,10.0884
14.8218,12.4773
18.5726,14.4917
16.8552,12.569
11.8569,7.3654
11.6402,5.7559
15.08,8.9278
18.1138,13.3188
15.7729,11.1787
14.8695,9.5074
17.6539,12.7739
17.7825,14.3846
16.2238,13.4956
19.7592,17.3257
22.795,19.6249
24.3313,18.987
21.9306,18.0058
18.4365,17.2124
18.5673,18.3565
20.5733,21.7195
22.2358,25.6766
26.211,31.0401
27.1552,32.2789
29.1624,36.3931
28.5449,36.1327
21.9591,28.4351
21.0299,27.2066
21.8512,28.8847
19.0789,26.4068
16.3695,23.6166
16.0041,24.1704
18.7641,28.2557
23.2119,32.2475
26.6914,35.1149
27.5776,37.5765
24.9016,34.726
20.8199,30.3758
14.2698,25.9324
8.0013,21.2393
6.1393,18.7963
9.7774,21.8222
12.9156,24.3484
13.9916,24.9999
18.2867,28.4644
21.2383,32.4603
19.284,30.8628
13.5175,24.9219
8.9076,20.2939
8.1103,18.4784
8.9381,18.0694
6.7975,15.4731
4.7509,13.2834
5.8295,12.4689
9.3146,14.4672
7.8938,12.6221
5.1607,9.8399
4.3657,8.1831
0.4773,4.5268
-0.8484,3.652
1.6385,5.6211
2.7507,6.5903
2.7382,7.8724
2.1636,9.2174
4.4333,11.8442
7.9535,14.6901
7.474,14.2865
4.3076,12.1021
4.1413,12.0118
1.6002,10.3902
1.4653,9.3937
-0.8256,5.4912
-1.6475,3.2452
0.3744,5.1244
4.8029,10.5352
10.7943,14.5714
12.6611,14.7018
14.3096,16.1764
18.521,18.9326
15.8265,16.283
10.4447,11.1025
10.4695,11.5159
12.4632,15.2109
12.3945,16.9686
13.7012,19.133
15.1333,20.2041
14.7531,21.7755
11.9046,20.0973
12.0877,19.107
9.7397,18.3982
3.048,14.3457
0.5438,12.2618
2.6648,15.0844
0.036,15.7197
-1.7799,14.1678
1.4047,15.6164
2.9646,16.0655
0.0561,13.5147
1.4602,14.0892
1.5209,13.7889
0.3317,12.395
0.2051,9.8763
-0.6714,6.2639
0.5148,6.9643
1.295,7.0399
-0.6433,3.3346
-1.5188,2.0359
-4.2068,-0.2938
-3.457,-0.592
-1.3633,1.9849
-3.6132,1.7808
-4.0193,1.983
-0.1752,3.5292
4.2316,7.3571
3.7637,7.654
5.5773,10.0137
9.5161,12.9988
5.0803,7.9529
2.4885,3.5949
4.3034,2.8311
3.3373,2.0052
4.1213,2.2106
7.8427,5.1348
9.783,9.0592
8.2235,8.9214
8.1018,8.1277
9.6993,10.1156
9.1094,10.0726
10.7073,11.4361
7.4931,7.8313
1.4354,2.9455
-1.9658,-0.7526
-2.8045,-3.1069
-4.5181,-3.8986
-4.4819,-3.2216
-4.0706,-3.1072
-6.5652,-5.4298
-4.6219,-3.0333
-3.5847,-2.199
-3.7036,-2.9269
0.1152,1.3454
3.3404,7.4303
4.5346,8.3905
4.8542,8.3512
5.2365,9.4996
5.744,11.1794
6.0017,12.016
4.0723,9.8842
1.1119,6.2841
2.1205,8.4029
6.7855,13.6468
6.388,13.6097
4.8967,12.1664
9.0307,14.2547
8.4461,13.9056
3.3615,12.1816
4.9332,14.6453
5.3176,14.4531
2.4213,11.1051
-2.3184,6.9763
-3.3079,5.504
-4.0474,4.0004
-5.6618,2.6219
-3.7451,4.1808
-0.0784,6.6774
-0.8491,6.1428
-3.5571,3.7959
-7.2025,-2.1133
-6.5664,-3.0534
-1.3364,2.4129
1.4876,4.3482
2.1242,5.3463
5.136,6.6883
6.2729,6.2492
7.0036,7.154
6.3594,7.0276
2.7466,3.2141
0.1652,2.0883
0.0841,2.4004
0.597,2.3378
0.3602,1.932
-2.1576,-0.0361
-4.9255,-0.5667
-2.5371,4.309
-0.305,5.7473
3.271,9.0608
6.1597,11.5933
8.9234,12.782
9.0932,12.9083
3.3258,6.8474
-2.1289,-0.682
-8.6771,-6.5861
-12.5376,-8.9587
-14.4292,-11.925
-14.7271,-12.4848
-11.181,-8.0758
-9.0098,-5.7916
-9.0258,-7.9446
-8.104,-6.6285
-7.057,-5.4369
-10.6035,-8.9639
-9.4311,-8.0532
-3.8523,-2.4547
-3.4609,-1.9498
-4.1319,-2.9136
-4.2091,-3.0023
-3.3802,-1.6846
-6.0202,-5.3045
-8.5976,-7.893
-8.4559,-8.4499
-8.939,-11.1938
-10.922,-14.0002
-13.4052,-14.6504
-19.576,-19.9881
-25.028,-25.2946
-21.386,-21.382
-14.7127,-14.8755
-13.2267,-13.65
-13.9594,-14.9243
-14.7856,-14.9484
-16.3929,-15.4409
-15.3439,-14.2769
-14.9821,-12.9877
-14.6514,-11.542
-9.3519,-6.8149
-4.8649,-1.8066
-2.597,2.9204
0.3271,7.2412
-1.1551,5.8745
-3.9186,1.9766
-6.0883,-0.1712
-9.6641,-2.9751
-10.9899,-3.5601
-7.9719,-0.4264
-4.2975,2.6138
-1.0606,5.4041
0.4577,7.9133
-1.9304,5.8913
-3.9122,2.4007
-2.8939,1.9729
-0.7504,3.0766
-1.013,1.9617
-3.6817,-0.2468
-7.788,-2.4865
-9.2068,-2.9135
-8.5628,-3.1528
-5.7,-0.9545
-5.2747,-1.4748
-5.6618,-3.3387
-5.5489,-4.0151
-8.7798,-8.0663
-5.8543,-7.2111
2.2586,-1.1683
4.1526,1.9993
0.0776,-0.9581
-1.2787,-2.1032
3.9274,3.5017
8.6961,8.513
7.7147,8.7118
4.3271,7.8482
5.0958,8.641
7.1459,9.934
11.5087,13.8211
12.9967,16.1146
13.9222,18.0333
12.0665,15.1707
5.5232,8.2768
0.3548,3.7267
0.7177,3.0829
3.1431,4.5956
3.8812,5.046
5.4008,5.4342
8.0766,7.1351
5.6586,4.211
1.9593,1.2245
2.0101,0.988
5.4984,3.4391
10.0176,8.2026
12.4743,10.7159
15.9624,12.7919
16.6381,12.8683
15.564,12.5698
15.5837,12.1153
18.6658,14.567
16.6854,13.2375
12.9861,9.0016
14.9428,10.4218
15.8056,11.9669
19.2934,13.8559
22.7188,13.9326
23.2693,12.4469
22.3512,11.524
22.9644,12.3825
24.4214,13.1161
23.9096,11.631
22.4603,10.7709
21.7296,9.442
21.9051,10.363
19.9554,10.4089
20.912,11.7674
23.6812,15.4073
20.638,13.1411
16.0011,8.5312
15.583,9.6715
12.8837,10.4057
9.9029,8.421
7.7344,5.8425
5.691,5.4829
7.1162,9.6857
12.8851,14.5135
11.6852,12.1539
5.1727,6.8257
1.4101,2.5601
3.0537,2.9506
2.0407,2.2472
-1.5349,-0.3313
-1.3921,-0.8786
1.3756,1.1989
3.6744,3.2452
2.7858,1.0728
0.991,-0.9745
2.2587,0.8843
4.8075,1.2432
5.0752,-0.2728
3.9678,-1.2262
1.7976,-3.0548
1.971,-2.1961
3.9254,-0.1189
6.5356,1.3018
8.1457,2.5349
10.2246,3.7994
7.2099,0.6266
2.3204,-3.8271
0.9309,-6.2496
1.9163,-5.1096
0.245,-5.97
-1.8015,-6.2679
0.4333,-2.5659
1.7304,-0.1763
-1.4412,-2.1618
-1.6441,-2.9285
0.3093,-1.0386
-1.8623,-3.1174
-5.1279,-7.7587
-10.0812,-13.4314
-13.7534,-17.229
-14.5821,-18.7455
-14.6609,-20.4496
-11.1461,-17.1538
-6.3501,-12.9206
0.1959,-5.3436
6.0543,1.0459
7.0374,1.1851
7.8641,-0.4258
8.0345,-1.0053
3.7362,-2.4598
-1.2812,-6.1333
-1.1739,-5.9946
3.6832,-1.106
7.2276,3.8761
9.7718,6.7644
11.1286,7.3716
6.923,2.8539
2.03,-2.7887
3.1994,-2.2126
2.3062,-2.2928
-4.9312,-7.7797
-11.2625,-12.3292
-14.3754,-13.4415
-14.0824,-11.3666
-14.3833,-11.1667
-12.3716,-11.0294
-9.4537,-9.142
-10.4107,-10.0356
-15.0863,-15.8979
-18.1057,-20.5726
-24.5627,-25.3724
-25.8323,-25.5472
-24.9145,-23.9722
-22.4658,-20.1786
-17.8612,-15.7602
-14.7878,-13.4042
-17.4955,-15.3293
-21.7972,-20.0982
-20.0677,-19.9922
-19.5572,-19.6987
-24.203,-22.5616
-26.7241,-24.2683
-25.3703,-23.6002
-24.173,-21.5572
-16.8198,-12.5457
-10.1855,-5.0345
-7.8326,-3.4607
-7.6985,-4.4807
-13.1269,-11.5631
-15.9619,-15.5833
-18.0784,-16.9473
-16.6637,-15.6864
-13.4991,-13.3318
-9.8035,-10.2587
-5.077,-4.4671
-2.6942,-1.6755
-3.0614,-2.7277
-4.0847,-3.9671
-4.4202,-4.6749
-6.4742,-8.5074
-13.1221,-12.7774
-18.1763,-16.9537
-22.012,-22.1614
-23.9104,-23.9943
-22.6841,-22.6399
-21.4578,-21.9106
-20.888,-19.9313
-18.5056,-17.0455
-15.0918,-15.5034
-16.4907,-19.1175
-21.3896,-23.8566
-28.6013,-28.5334
-33.4381,-32.1477
-30.1188,-29.4808
-26.081,-25.3765
-25.2621,-23.8661
-23.9434,-22.9807
-19.1872,-19.064
-16.3373,-16.8662
-14.8937,-16.356
-14.5751,-16.6269
-14.8503,-16.2416
-12.1568,-13.2939
-10.3384,-11.2524
-13.2076,-13.4922
-15.7334,-15.9197
-16.7593,-18.2849
-18.2229,-20.0252
-20.4054,-20.6092
-18.5879,-18.1931
-19.8641,-19.4644
-23.203,-21.5171
-25.1672,-22.1325
-22.5691,-19.4982
-19.2839,-16.6453
-16.405,-14.4801
-14.151,-12.3148
-12.397,-9.5868
-14.1118,-9.765
-15.9515,-10.5994
-19.4475,-12.7151
-19.475,-13.3935
-18.4715,-12.1971
-18.4994,-11.2509
-16.7463,-8.3986
-16.4622,-7.9217
-18.8033,-9.0073
-18.6443,-8.2178
-21.0788,-10.9907
-24.6384,-15.4824
-24.8855,-15.4742
-26.6329,-15.6224
-29.0681,-17.0521
-31.1284,-18.7945
-32.5327,-20.2246
-28.2184,-15.2173
-23.5605,-12.085
-21.4963,-12.0778
-22.9945,-13.9454
-23.7737,-16.5002
-21.3654,-15.7737
-18.2382,-11.7345
-17.455,-10.6955
-14.1408,-8.9379
-8.9517,-5.5241
-4.7004,-0.3606
-1.2306,3.4278
-0.6985,2.5599
-0.1351,2.7545
-0.0717,4.7616
-2.1959,3.3313
-6.5078,-1.0992
-13.32,-7.3424
-19.3511,-14.5858
-20.1949,-15.2044
-24.3517,-17.8859
-24.9152,-17.7552
-19.0412,-13.6245
-12.1672,-8.1499
-12.8246,-9.1755
-12.701,-10.5137
-11.5773,-9.6644
-12.1099,-9.5337
-12.7052,-11.0594
-12.8318,-12.8352
-8.5836,-8.3299
-1.6169,-0.9497
0.881,-0.132
3.0665,0.717
3.252,1.9097
2.2498,0.2586
3.8101,-1.3925
2.214,-2.2313
0.0865,-2.7264
0.7714,-1.534
3.5189,1.721
3.1723,2.7258
2.4193,1.1681
2.5411,-1.2959
2.319,-2.2601
4.128,0.7756
4.8433,1.9989
2.5898,0.4722
1.6173,-0.1171
2.9571,0.6059
3.4841,1.5162
4.5422,2.4889
7.6316,5.6491
12.471,9.2158
13.0918,8.5325
8.1501,3.7556
5.6148,1.5412
4.7044,0.3893
3.6064,1.2373
1.6333,-0.0398
1.5664,0.1517
1.1868,0.4682
1.182,0.2221
5.7709,3.5386
10.9221,8.0424
11.0106,8.0462
7.1304,4.7376
8.4377,5.429
5.4323,3.3391
-1.4482,-2.6571
-4.0476,-6.4033
-4.4597,-6.462
-6.8095,-7.1773
-8.4407,-9.3614
-9.3532,-11.3892
-11.7031,-13.1669
-12.2719,-13.6947
-12.4969,-14.035
-13.0347,-15.438
-13.1352,-16.31
-8.6732,-13.9633
-5.3987,-10.8354
-6.6245,-10.3952
-7.3192,-11.0176
-3.4827,-8.2026
2.1975,-3.1689
2.3465,-3.729
-1.4422,-7.4768
-4.5748,-9.131
-6.0824,-9.9102
-6.2464,-9.4083
-3.848,-5.844
-4.137,-5.0608
-4.3009,-5.59
-3.3399,-5.0568
-1.9727,-5.3048
-0.8553,-4.9589
-1.5191,-5.8315
-4.0892,-7.8605
-9.6906,-12.0144
-7.1046,-9.1684
-3.0499,-5.0413
-6.2144,-7.5706
-5.9415,-7.9437
-0.4809,-4.3791
0.4485,-2.5957
-1.9972,-3.4373
-3.7241,-6.2789
-3.5449,-5.7455
-6.2721,-6.2748
-5.3746,-5.6481
-1.602,-3.49
-0.7358,-1.3318
0.974,1.1387
6.1212,5.5468
9.8622,9.2986
7.5094,7.7692
4.938,6.8337
6.0853,7.5233
8.8262,10.9313
12.1291,14.3076
15.6194,17.6214
18.2349,19.654
17.3815,18.749
12.7778,14.2188
12.7992,13.2511
15.7583,15.94
17.9053,17.4729
17.959,16.9125
14.5127,15.1333
13.8474,16.3541
13.6194,17.0121
14.3912,17.2951
14.2254,16.453
17.0907,18.3294
19.2996,19.7682
19.6644,20.8631
16.8416,19.7079
19.3003,21.6466
21.6341,22.7107
20.6556,21.8687
20.6146,21.6829
24.042,24.3407
26.2193,26.2798
27.4904,27.0939
25.6054,24.0958
22.8453,21.5977
22.0852,20.8808
19.2315,16.9766
15.0341,14.1974
13.9617,14.2307
13.3893,13.4828
14.4733,14.8289
16.401,18.5813
21.141,24.3648
24.4123,26.0546
21.2465,21.9637
16.6434,16.6543
13.9466,12.595
8.9688,7.4421
3.8659,1.4766
0.4191,-1.9891
-0.2464,-0.8297
3.0879,4.642
5.9222,6.9574
5.0378,4.6792
3.4661,3.4011
-1.5119,0.0292
-3.8024,-1.4051
0.751,3.5045
4.2106,6.3205
1.9514,4.3864
-3.183,-1.3604
-6.3174,-5.3884
-2.4206,-0.6662
0.8514,3.0873
4.1548,4.8722
6.2707,6.751
6.8242,7.88
7.3467,6.8217
7.9318,7.3261
8.1419,9.1119
8.2895,10.2726
6.7183,8.2459
6.6159,7.6255
8.8574,8.4427
8.4738,6.2911
7.2775,5.9832
4.675,4.9878
6.6352,6.8364
9.6581,9.1852
8.1184,7.5964
5.6726,8.6327
7.3832,11.2318
7.6565,11.1436
10.086,12.5554
12.3594,13.7173
11.5393,14.1295
9.6881,12.073
8.8056,9.2352
5.5482,6.7413
3.6971,6.4037
5.5647,8.7222
6.4323,8.2908
7.8309,9.4843
12.3858,14.6777
16.5971,19.1839
17.3713,19.1591
14.958,15.6657
13.2947,14.9224
12.538,14.398
9.125,13.0299
5.962,10.9742
2.955,7.9497
3.323,8.3002
6.0973,11.0259
10.278,14.5329
12.0838,15.1651
7.8274,11.0165
2.5401,6.1494
-0.6846,1.595
-3.0342,-1.2093
-8.1026,-5.92
-11.296,-8.8806
-13.0207,-9.4036
-11.4327,-7.6453
-8.9694,-5.0115
-8.5685,-5.1902
-9.9488,-6.8999
-14.4539,-11.9845
-15.5214,-13.069
-14.3701,-10.8409
-14.6564,-11.2066
-19.6613,-16.7283
-23.7284,-21.3749
-21.3268,-18.6463
-16.9563,-14.0113
-13.2732,-11.5636
-12.84,-11.4282
-10.7192,-9.199
-8.0356,-7.6259
-12.6956,-11.6463
-18.4807,-17.0105
-20.6093,-21.1243
-21.6437,-22.4878
-15.2717,-16.6011
-7.8374,-10.3394
-7.4968,-11.7652
-9.781,-14.7846
-7.9715,-13.4288
-6.6306,-14.198
-6.727,-14.7794
-8.0105,-13.1105
-8.075,-11.0664
-2.4208,-5.7098
2.2646,-0.0095
4.4499,3.6596
5.6039,5.0477
11.6644,10.3108
11.3187,10.6992
7.0669,8.0252
2.7839,4.7263
1.1887,4.1151
1.3747,5.0664
-0.5018,3.2051
-6.097,-1.1873
-8.3486,-1.9548
-9.3813,-3.2846
-10.945,-5.6766
-12.1647,-7.1619
-12.6341,-8.5532
-11.8219,-7.6005
-14.8846,-9.2413
-20.6036,-13.3196
-26.7912,-18.554
-28.7911,-18.4132
-24.6347,-11.4599
-22.0408,-8.1313
-15.0404,-2.6463
-6.6337,4.4639
-7.5393,3.6367
-10.1009,0.2473
-9.1622,1.2957
-13.0045,-3.6244
-16.5654,-8.2944
-13.2201,-6.5582
-10.8126,-4.8535
-10.0613,-5.3673
-8.3407,-5.287
-3.4949,-1.8
-1.1802,-0.1878
-0.5839,-1.2003
-1.2684,-3.6811
-4.6089,-7.0367
-9.5119,-11.2985
-10.0087,-11.7165
-8.9742,-11.0094
-10.2519,-11.1771
-11.1545,-11.5321
-8.7133,-8.762
-6.2094,-7.7105
-3.8615,-8.0963
0.1428,-4.7944
-0.0715,-3.0862
-2.5982,-3.0341
-2.6876,-2.4196
-1.027,-1.8988
0.0399,0.5596
-0.2368,1.2682
1.5805,1.0395
5.3355,4.2173
9.3094,7.7078
16.065,13.7299
16.9771,15.6897
11.7018,12.7123
9.333,11.5788
10.4018,12.758
6.8459,9.4688
2.4466,5.9299
0.3912,5.0788
0.8047,6.2277
1.0622,5.3457
-1.68,2.4327
-6.6721,-2.0114
-9.8515,-5.2991
-9.1558,-5.6805
-5.2727,-2.8118
-5.3582,-3.0368
-7.7874,-5.5117
-3.4039,-2.1113
1.2298,1.7582
1.3948,1.7527
2.3101,1.8725
3.6317,2.6175
9.1723,7.5815
10.4006,7.6082
6.7228,3.3225
5.0137,2.1931
3.9921,0.5013
5.2831,0.0284
0.5118,-4.7256
-6.5717,-10.6668
-6.8735,-12.17
-5.4877,-10.5792
-9.2892,-12.6446
-13.6218,-15.1472
-12.2041,-13.7123
-8.4426,-9.4021
-4.7748,-4.0606
-1.3566,-0.3127
0.8432,1.1857
0.6683,1.7157
1.7126,3.1211
3.1007,3.8079
2.3327,2.8073
4.2523,4.3695
5.4846,4.4003
6.5917,4.8061
9.8863,8.7432
9.9624,9.4617
11.2577,9.7119
12.3033,9.8687
9.443,6.6508
8.1456,5.4958
4.7858,3.9034
1.4888,1.3738
0.6921,0.3132
2.958,0.9716
4.8802,2.0363
8.1462,5.0074
12.2562,7.1663
14.3666,8.2319
13.7899,7.3292
11.7136,4.3018
12.95,5.681
15.8114,9.7791
17.954,12.7832
22.1904,18.0998
21.302,19.7292
19.6638,19.2652
24.5259,22.8327
27.7947,25.0882
23.5952,20.8754
21.3021,18.7878
20.1652,18.0751
18.6533,16.5499
17.0166,15.8999
18.0051,16.9688
18.8063,18.6003
20.9201,21.6696
23.5655,23.0204
24.7112,23.7466
23.9819,23.8479
22.2527,22.2305
18.1177,17.051
14.2329,14.2154
13.4419,13.7237
14.651,14.8259
15.6103,17.3656
14.5385,17.1867
16.498,17.008
22.239,21.6108
25.3868,24.8078
20.2225,18.9739
17.9334,16.8591
17.4882,17.6193
10.6992,11.4107
6.9727,7.6084
9.1215,10.2437
10.2703,10.6291
12.6068,11.1085
17.2561,14.432
19.3119,16.2245
19.8053,17.0483
19.7678,15.7786
17.4181,12.0404
17.9123,11.6773
19.3753,12.7831
22.8071,17.3889
27.6764,23.4323
31.9209,27.1632
36.8219,31.207
40.9731,35.1885
38.6559,34.1078
32.4954,28.7149
27.929,24.2286
25.4566,23.2738
24.0781,23.163
23.3559,23.1459
21.5712,22.5351
21.4114,22.5181
23.1893,22.8449
26.1863,26.141
21.6837,21.4687
17.4939,16.2967
17.9605,16.2499
19.5523,18.0471
21.0818,20.0007
20.9552,21.0483
20.2662,20.3773
18.2336,20.0189
18.9825,21.7545
21.794,23.7715
19.3559,21.9763
15.1055,18.2439
18.1991,19.2305
21.6992,22.561
21.3245,24.0167
22.6687,25.535
25.7942,26.8972
27.2323,29.1344
27.9518,31.4657
27.2967,30.9847
24.7667,28.4101
17.4556,21.7106
16.176,19.6676
16.3967,19.75
14.3365,18.9264
13.8077,18.5405
15.1227,19.6859
17.3438,23.0188
15.1274,21.2581
13.5049,18.7161
17.5698,22.018
21.7914,25.4453
22.1073,25.0918
17.7046,22.0196
12.927,18.1975
14.1183,19.938
20.1221,25.4598
23.5636,27.8567
26.9741,29.3475
29.6661,30.651
26.8582,27.7985
20.7381,22.0399
15.8059,14.7191
15.7489,11.7735
14.3796,10.5155
11.1667,7.1951
11.8916,6.6562
13.3979,8.3675
10.4355,5.5164
8.6922,3.3219
11.3552,6.0649
12.3933,7.4331
9.7127,3.9887
