CP1,CP2
0.6734,0.6013
-3.8528,-4.8581
-7.7226,-8.4422
-7.9672,-8.8386
-9.4306,-11.9851
-10.8943,-14.8816
-9.2019,-12.7156
-8.1034,-8.6748
-4.4112,-2.9151
-0.9686,0.5323
-1.2445,-0.2387
-1.9266,-1.1969
-1.0773,-1.0299
3.1156,0.9807
4.5586,-0.1024
7.0015,-0.3731
9.0694,1.8252
8.0437,3.9925
6.5492,3.6287
11.3048,5.9839
15.6229,8.6206
13.7851,7.07
8.2288,3.0197
6.5166,1.1884
5.3671,-2.4865
-0.3139,-8.9115
-3.0888,-10.4615
-2.3326,-6.6989
0.6112,-3.4049
2.3363,-2.4233
2.2806,1.3088
-0.6814,1.3223
-1.0182,0.2735
2.0515,1.5375
5.6837,3.7391
8.3784,5.2532
10.1355,7.2984
8.2676,9.5001
0.8373,8.202
0.407,8.1229
2.477,9.9503
5.1723,11.3718
7.1492,10.7623
8.1888,11.8718
2.6032,5.7
0.6114,1.4346
5.1821,4.8255
9.034,8.5291
7.0423,7.7953
8.4569,8.1241
10.7467,7.422
14.3491,9.4389
15.108,10.1747
9.4922,5.4733
4.2203,1.2096
-0.239,-1.6163
-0.6982,-2.7859
0.2802,-2.7054
-0.1788,-2.5309
-2.4814,-3.2312
-0.6275,-1.1812
1.7262,2.5252
0.1736,2.8256
0.1834,1.4698
0.9119,1.3327
2.7653,1.6645
9.7751,5.5277
10.5662,7.8599
7.3888,7.161
5.0866,6.4311
5.5347,7.7641
8.483,10.6289
7.7129,10.244
6.8491,9.2969
8.2041,10.3499
6.5904,8.403
6.8207,8.4564
10.2073,12.5413
6.8437,9.97
1.7926,6.3365
6.7418,10.7345
8.7851,12.133
4.2036,5.6567
0.8412,1.5557
0.0728,1.2674
-4.8206,-3.7705
-5.933,-6.4023
-5.1392,-5.5029
-5.0016,-1.3221
-2.4576,3.0464
3.5241,7.9151
3.1621,9.5965
0.4878,9.0283
-0.2486,6.8355
-4.235,-0.6385
-3.4712,-2.0812
2.0114,1.1327
3.4004,2.0968
4.4771,2.9987
3.3663,3.4319
1.1619,4.1467
0.9889,5.7994
1.6597,6.3275
-0.1696,2.668
-1.6237,0.7586
-3.8902,-0.0879
-5.5316,-2.8404
-4.8915,-4.5301
-5.7824,-5.3446
-7.923,-5.5649
-6.3444,-4.6598
-2.7968,-2.1294
0.3133,0.3388
0.1422,-0.5368
5.5337,2.3066
8.3315,2.9
5.7229,1.3061
6.4268,2.1812
12.256,6.2128
18.8665,12.9948
18.5083,14.9644
14.4315,13.9031
16.355,14.6857
23.3099,18.7499
21.0775,17.8143
12.6265,12.0978
7.2383,6.8504
7.0064,4.7595
8.556,6.45
12.0743,10.1094
11.2176,9.8003
8.7987,7.7415
8.9112,7.1517
9.1801,6.6874
7.6682,2.2859
9.3753,3.8848
8.0823,4.1088
5.227,1.9267
2.3093,0.9948
-1.4208,0.4068
-0.0571,3.3817
2.3381,4.4818
2.8584,4.426
3.8788,4.5268
2.9307,1.4403
-0.8611,-3.927
-4.6838,-8.4815
-4.2877,-7.942
0.1398,-3.7461
4.9111,0.8877
3.6824,3.7091
0.1098,2.6243
-0.4627,2.2272
2.4963,1.8306
2.4869,1.1843
-0.1786,-3.2742
-3.8439,-7.8573
-5.0716,-6.0964
-5.0489,-4.8978
-8.245,-8.1054
-10.6913,-8.4378
-6.6063,-3.7075
1.3539,2.7731
3.4081,4.848
0.3062,3.142
-2.0142,1.0615
-1.3657,-1.0187
-1.9671,-2.63
3.5566,3.1026
10.768,9.6478
11.1668,9.7869
10.6905,10.7073
10.6521,13.2843
9.1142,13.6743
8.0139,13.4395
6.6949,11.9864
7.4698,10.6584
7.2759,9.1744
6.9885,8.4719
4.9827,8.2696
5.5707,9.2237
6.9714,9.3031
11.0909,11.5703
17.4605,15.5252
17.8613,17.1054
13.8246,15.3733
9.9756,12.2666
8.5017,12.8478
11.5905,17.4604
11.7106,17.2919
9.4246,15.4674
8.7949,17.2369
11.4468,20.3819
11.349,20.1525
8.22,16.8608
9.2788,17.2255
10.9627,18.8094
7.678,15.4246
3.8618,10.4774
4.4206,9.8427
7.636,12.0521
10.914,14.1681
11.1612,16.2846
8.7834,16.4014
4.7808,12.5184
1.8411,6.4797
3.2143,4.8479
3.9314,5.3724
1.211,3.6783
-1.7281,1.5155
-2.3235,0.6965
-1.6066,0.0651
4.1103,4.9338
3.7961,5.3966
3.2634,4.2973
8.8872,6.5108
13.98,8.0685
14.0101,7.9388
9.3215,5.7779
5.8828,3.4608
7.1007,3.9877
5.7252,1.89
1.2874,-2.9259
2.8187,0.6648
4.0064,5.5684
-2.212,2.691
-6.5237,-1.0921
-0.3664,-0.3435
7.1036,4.8428
2.855,1.9667
-0.831,-0.2842
-0.7668,2.6839
-0.9215,2.2145
-1.2638,-0.1609
2.8316,3.5892
3.3022,6.1835
3.3668,8.1844
6.088,10.3733
5.4343,11.0936
6.3118,11.4078
5.2209,9.1284
6.1303,10.5683
7.3522,14.1959
8.3243,14.6987
9.2966,15.2957
11.8315,18.2992
10.4917,16.9904
6.9021,12.807
0.1252,6.9991
-8.3702,-0.9024
-7.2719,-2.6475
-4.3612,-2.549
-4.3882,-2.3566
-2.2588,3.1486
0.902,7.5916
3.2505,7.8474
8.0056,9.3849
9.2611,7.5789
7.6106,3.7732
3.7414,0.999
-3.409,-3.2437
-6.6216,-3.3299
-6.1779,-0.1659
-7.5154,1.967
-8.0718,2.9438
-5.472,5.6707
-6.5596,4.3668
-9.3656,-0.1243
-12.515,-4.365
-11.1329,-5.1366
-7.157,-4.0018
-6.775,-3.6481
-7.9555,-2.9505
-9.3862,-1.3778
-7.5354,2.5076
-9.7468,1.1123
-15.3019,-4.1891
-20.8255,-9.5528
-22.6303,-11.8849
-22.1535,-10.6228
-22.0205,-9.1108
-20.3873,-6.8487
-22.0977,-8.2112
-22.7767,-9.3549
-19.518,-7.2169
-16.5715,-6.7661
-15.1876,-7.1901
-18.5849,-10.3327
-19.8882,-11.8813
-15.1602,-8.2421
-10.0572,-3.2591
-9.923,-3.6822
-12.3828,-3.699
-12.3426,-1.2158
-8.2396,2.9552
-3.2613,5.9079
-1.4706,6.9857
-2.774,4.9698
-3.0771,2.2666
-2.6297,-0.1549
-6.4634,-4.4511
-14.0781,-9.3408
-18.7864,-8.6989
-21.4632,-6.9317
-20.7024,-5.758
-15.379,-1.584
-7.8992,5.0279
-6.6065,6.3276
-9.6885,-0.9347
-9.2079,-6.2282
-9.5087,-7.5841
-8.278,-5.4398
-5.9535,-1.3579
-5.0353,0.5367
-3.6167,0.7443
-0.0104,1.7022
2.7521,4.3791
3.7332,4.2749
3.7458,3.0772
5.0398,3.161
8.5216,4.8388
9.5661,6.3919
9.486,8.7266
12.2498,13.4054
12.826,13.2403
13.0585,13.2942
12.9161,13.0359
14.555,13.2466
11.8189,10.7387
9.0518,9.0434
12.941,11.1609
15.9552,14.6534
14.6883,13.2711
9.8902,8.2951
7.3109,7.1319
8.3879,10.3751
10.059,14.0562
8.8551,14.3001
7.2765,12.5756
6.0419,10.0702
4.1824,8.9089
-0.552,5.8103
-6.9427,1.8368
-6.4583,2.8009
-5.6614,3.7651
-5.6768,4.0733
-3.0361,6.6942
-1.7079,6.8152
-2.7547,3.8426
3.9178,7.0267
12.278,12.0862
10.3572,11.8647
12.1866,13.5183
15.6409,17.9846
17.8454,20.7324
18.7375,19.7303
16.8174,17.1661
15.0224,14.2584
10.7584,9.2259
8.2446,5.8499
9.2934,6.3805
4.7174,4.2237
1.8916,0.9421
2.8783,-0.2458
6.9275,0.6601
8.7578,2.1285
10.4007,3.0033
13.6063,6.5971
14.8434,10.285
15.2994,10.0356
14.9743,8.7864
13.4932,5.8813
11.075,5.5076
10.0942,10.009
11.5512,13.5105
9.0708,10.4185
6.778,5.1704
2.7039,0.86
2.38,2.9873
1.1812,2.1462
-1.0485,-1.5384
-1.7155,-3.723
-8.9763,-9.22
-14.206,-10.9982
-9.342,-6.2451
-5.9157,-3.6171
-3.2395,-1.5203
0.6866,-0.5172
4.9566,2.3925
6.3207,3.584
3.1225,1.5257
-1.2632,-2.4074
-4.7113,-6.0903
-3.8155,-6.3667
-2.4821,-4.5179
-1.8361,-0.9502
-4.3462,-0.6322
-5.606,-0.8452
-5.0218,-0.3703
-6.0002,-1.2702
-5.4786,-1.0138
-4.4569,-2.2573
-4.2476,-2.3757
-2.6631,-1.1501
-4.4532,-1.0492
-8.7744,-3.4481
-10.0642,-2.7217
-8.635,-0.7137
-10.0804,-1.2365
-8.8382,0.1472
-4.1271,4.7499
-4.6346,5.8528
-5.6735,5.9869
-2.8684,9.371
-0.3133,13.1302
-3.3834,13.1704
-3.5163,14.4295
0.6635,16.2513
1.3749,16.4485
4.7116,17.0834
8.4234,17.8748
8.573,16.4788
7.0977,14.5517
3.6535,12.4994
0.8344,13.1971
-1.3281,12.9578
-2.178,11.7186
-2.403,10.3857
-1.4717,9.6466
-2.9154,7.1888
-12.1714,-1.4564
-12.9272,-4.5699
-8.5265,-1.777
-9.3444,-1.7027
-15.5686,-7.7535
-21.9489,-12.6792
-23.9228,-15.8547
-26.0841,-19.0926
-25.6203,-17.7055
-24.4376,-14.3805
-26.1297,-13.9616
-25.4781,-14.4489
-24.5138,-14.7796
-20.6431,-9.2976
-21.1474,-9.4407
-21.4955,-9.1463
-23.0934,-6.4455
-23.5035,-5.0258
-21.5071,-3.0745
-16.8231,1.8457
-6.7329,7.7035
-1.3299,9.8428
-5.0828,6.9198
-13.8356,-2.7218
-17.7446,-9.9571
-17.4035,-13.5986
-19.3433,-16.9273
-21.3144,-17.2872
-18.8791,-14.9593
-12.6936,-11.0686
-6.6018,-10.8966
-2.4786,-10.0057
-6.3554,-12.2397
-12.2323,-16.4425
-8.4218,-14.1141
-3.4237,-10.9419
-3.6443,-11.0196
-5.5212,-10.2223
-3.6792,-8.2997
0.2878,-5.8145
0.9736,-5.2354
-0.9029,-7.5936
0.5647,-8.4516
6.0635,-2.7471
4.781,-2.1677
3.1235,-3.8384
4.7782,-0.478
3.8079,2.7261
3.9,4.7426
6.461,4.8843
6.9283,3.0888
7.0208,1.3872
10.5821,1.8107
8.4561,0.2969
6.3304,0.5332
2.0798,-2.9493
-1.5769,-7.1505
1.6727,-3.9767
3.0161,-1.428
5.7658,-0.5979
10.0467,1.5761
7.4529,0.094
2.8593,-4.9505
0.0784,-8.6823
0.2038,-8.5079
0.7043,-9.2085
2.7985,-9.128
4.2051,-7.1726
2.6743,-7.092
2.4247,-8.48
5.3313,-8.5242
5.5816,-9.3808
8.2696,-6.6124
10.6452,-4.4376
9.3647,-5.1065
4.6155,-7.9942
6.3038,-6.8196
8.9606,-3.8639
8.8986,-3.127
9.2118,2.6414
9.2128,7.9413
7.0891,6.2415
4.3404,2.1981
3.8418,-0.6266
2.8433,-2.1386
1.8138,-2.3381
0.0658,-1.2562
1.974,4.0755
5.8821,9.9383
5.1339,10.801
5.2609,8.2577
9.5128,9.9646
15.9521,14.1403
18.6105,13.785
17.3316,11.5235
15.209,11.8247
10.4303,10.1572
8.9956,9.1772
14.0297,15.697
20.6261,21.4043
29.7848,27.6115
34.0683,31.9748
30.2582,29.0884
23.6983,24.2021
18.0449,20.0971
15.5164,19.1796
13.3004,15.4493
14.1155,11.6251
18.0241,13.8944
19.9639,17.4447
16.0914,15.4638
14.3129,9.9831
12.2534,5.5652
7.1941,1.3036
4.9161,-0.583
1.1069,-2.4383
1.1102,-1.45
5.3323,1.6008
5.6481,3.4327
4.9639,5.3585
3.4986,4.9718
1.0021,2.4914
2.8183,2.6674
5.3845,2.4997
9.4196,2.9882
10.7045,3.6953
9.7079,3.8085
9.524,5.0778
6.7151,3.7222
8.4376,3.9603
14.1289,9.6359
17.539,14.874
15.8867,15.7996
19.6092,18.1314
24.4883,19.6508
26.805,19.2953
27.6218,20.1898
28.251,21.8967
30.1614,25.6349
25.9156,24.873
20.8887,21.2675
22.2994,20.662
24.8664,22.2127
27.527,25.3259
33.3127,28.533
31.7237,27.459
30.4474,25.9165
28.4838,23.5615
23.2075,20.6436
16.6811,19.288
13.561,18.5573
15.3783,18.8579
16.977,19.6899
11.8259,14.8971
8.55,9.0107
8.8366,4.8429
5.7171,0.6125
1.7539,-2.2742
4.6032,-1.6923
9.3901,1.0146
10.2083,2.1903
11.9954,3.6473
13.0951,7.1357
13.1948,7.1866
16.1383,6.9873
19.3002,5.944
20.3371,5.4944
20.8119,6.42
23.7555,8.6894
24.5117,11.2087
23.6741,10.7903
21.2426,9.4967
18.9986,10.2968
16.0047,7.7844
13.8234,2.9596
12.9858,1.041
11.8045,2.7786
11.9355,5.7658
17.1291,11.3779
19.8227,14.5523
17.7975,11.9766
15.8038,8.4322
12.4977,7.888
8.3167,8.7812
8.3543,9.0493
8.2984,8.0049
8.4613,7.8357
8.999,7.4787
6.849,5.7463
4.9175,6.2637
6.3921,8.9996
7.4605,10.1418
9.5917,13.2529
11.848,16.9577
8.9793,14.8187
6.3294,9.3046
6.2418,5.9779
1.4044,-2.2238
-1.5578,-6.6755
1.5112,-5.7839
3.8923,-3.2053
3.2732,-3.4082
1.7791,-5.8924
-0.465,-5.4078
0.0096,-5.3295
4.4528,-3.7512
4.5213,-5.1729
0.8711,-8.0632
-0.9353,-9.3599
-3.4605,-11.5318
-7.7671,-12.3913
-10.5425,-10.9697
-12.2864,-11.5478
-10.4676,-9.5321
-11.8675,-10.6101
-17.1737,-16.5318
-20.9487,-21.3286
-24.0051,-25.1568
-25.374,-27.6728
-22.7116,-26.4077
-19.6117,-23.1426
-19.3556,-22.2527
-19.4433,-22.0817
-18.6249,-19.9421
-16.9625,-16.5213
-14.5813,-15.413
-15.6999,-19.3046
-17.1934,-20.1962
-19.0306,-20.5567
-17.7741,-20.1987
-16.5802,-17.6847
-18.1675,-15.9834
-17.7237,-14.5323
-15.9048,-12.0501
-14.8048,-12.6616
-14.1424,-16.4293
-12.4174,-17.8221
-14.5362,-19.4964
-14.5611,-18.702
-12.18,-15.4705
-11.8931,-13.7081
-15.919,-13.8209
-15.3196,-11.6836
-10.4388,-10.015
-12.2456,-12.7526
-15.396,-15.6467
-16.0775,-18.6346
-14.4462,-19.9035
-13.0026,-18.0477
-11.6528,-16.5671
-7.4593,-13.3367
-3.016,-7.2315
1.7397,-0.1576
3.6203,3.3848
3.2822,1.6771
3.1002,-1.5306
-1.0504,-5.5509
-4.8571,-7.79
-9.5389,-10.1544
-13.9396,-12.6441
-13.7154,-11.134
-13.835,-11.3118
-18.6109,-16.2085
-22.168,-20.1989
-21.0999,-20.3142
-19.032,-19.1795
-20.3081,-21.3575
-20.7089,-25.0668
-22.1407,-27.5573
-21.9164,-29.1731
-21.5669,-29.0391
-23.1862,-27.7176
-26.1807,-27.8964
-27.1441,-28.013
-27.6387,-26.8171
-26.2896,-26.4336
-21.8465,-24.7688
-16.747,-22.5103
-15.8037,-21.8769
-18.3606,-23.6502
-19.0114,-23.2988
-17.5061,-20.4788
-19.8757,-20.8153
-20.2456,-21.5583
-15.5842,-21.1764
-15.2041,-20.9507
-19.7301,-23.0062
-19.9436,-22.5307
-21.1885,-22.7118
-19.746,-21.1119
-19.2725,-19.7622
-18.4868,-18.9127
-18.9823,-17.3134
-20.0717,-16.8393
-16.1608,-14.3338
-12.3435,-9.9846
-8.7137,-6.7292
-4.1777,-4.4427
-4.7355,-3.9063
-2.9809,-0.9326
-2.945,0.2283
-7.1905,-1.3298
-4.5612,0.7993
-1.7134,2.2408
-2.1156,3.4008
-3.018,3.9668
-1.6705,5.8764
-1.9167,4.5984
1.2121,4.1642
4.1221,4.3549
5.4383,3.7017
8.192,5.6108
9.9767,7.6131
10.6673,7.1464
7.7953,4.8981
3.2046,3.9936
0.5201,3.3391
-2.5081,-1.8779
-1.8176,-4.1575
1.748,-1.2185
1.5946,-1.1549
2.5348,-2.4666
9.5375,-0.0596
12.7587,2.4096
10.9797,2.2221
13.8571,2.7533
14.6406,1.7221
15.4241,0.1593
20.8325,1.7526
24.3971,3.4083
27.9616,5.1886
29.1823,3.7499
28.4343,2.7797
27.749,5.5908
27.907,8.8075
29.4397,9.3677
24.8161,5.3966
17.9112,2.2691
18.9752,4.954
22.6016,7.6388
23.6028,8.8859
20.729,7.6015
18.824,8.2233
13.3565,6.6262
8.0764,4.6852
7.64,4.7439
9.2033,5.3335
7.8602,4.9231
3.4232,3.6688
3.111,4.2894
5.5173,4.8785
8.0171,6.8734
9.8294,6.3057
10.9542,6.8003
10.2976,7.4823
13.2661,9.4455
16.547,12.7524
13.1717,13.0281
9.7964,10.9911
9.796,11.0164
10.108,10.4788
14.9822,14.5971
13.356,14.7774
9.3233,12.8637
12.353,10.5746
17.0702,9.6292
17.2875,10.0902
15.9735,11.1761
12.5655,10.6679
7.0009,6.3469
3.0924,2.5883
-1.2536,-1.2956
-7.6309,-5.4608
-14.0392,-8.5324
-15.4163,-9.4791
-12.5121,-8.7384
-8.8265,-5.9665
-4.516,-1.8198
-5.8308,-3.5484
-6.6459,-7.9959
-9.8051,-12.3502
-12.1206,-15.4235
-12.2484,-17.4032
-12.1886,-16.6017
-11.4414,-14.6753
-11.288,-13.4677
-8.2909,-10.0102
-8.7314,-9.5842
-12.0784,-11.0335
-14.144,-12.1704
-15.3346,-15.3387
-16.6502,-18.6947
-12.2785,-16.176
-4.8758,-10.1891
5.2141,-1.2337
9.741,2.6901
8.4554,1.6449
5.1073,-2.2129
1.6028,-6.7896
1.723,-7.3666
4.9994,-5.0999
7.838,-1.7711
10.6762,0.276
11.5142,1.8853
8.7272,0.3382
9.9713,2.9783
13.9652,6.2119
16.3966,7.258
15.5781,7.3354
10.6972,3.8816
5.2225,-0.4473
1.5912,-3.1202
0.3347,-4.4809
-0.7031,-6.7793
0.5403,-5.453
-2.0602,-4.7832
-5.942,-6.0198
-5.1989,-2.2877
-4.0808,-1.0557
-7.3067,-2.4178
-11.3452,-2.7488
-13.6652,-3.5799
-18.798,-8.0052
-24.7123,-13.2746
-23.3769,-14.9195
-19.5105,-11.8147
-18.3628,-9.7725
-18.1212,-8.949
-19.0674,-10.2821
-16.014,-8.9592
-14.2733,-9.199
-14.4703,-10.189
-13.2925,-9.3042
-12.9585,-7.6072
-12.937,-4.0667
-13.8845,-2.589
-10.7073,-1.2053
-5.4363,2.4595
1.8035,6.6868
0.4808,2.5389
-6.9671,-4.3905
-9.3523,-5.0385
-9.6125,-5.3116
-11.2791,-8.6163
-10.1648,-7.9839
-8.1757,-6.9455
-10.093,-6.9073
-8.9477,-4.9004
-7.2711,-4.6749
-8.626,-8.7309
-15.4812,-16.9747
-21.8366,-23.7813
-20.4423,-19.7132
-18.173,-16.8016
-16.1222,-14.1713
-8.8216,-7.4475
-2.9588,-3.8178
2.7161,0.3428
3.5784,0.6594
-2.6845,-3.3992
-7.3849,-5.8015
-8.179,-6.8289
-9.536,-8.7941
-7.9869,-8.4784
-5.938,-7.5692
-2.1081,-4.3791
-2.2472,-3.283
-1.9802,-2.5934
-1.0885,-2.8104
-4.4467,-5.9649
-3.3674,-6.1507
-1.3506,-6.149
-5.4588,-9.5849
-10.1297,-12.9273
-7.1132,-11.4887
-1.5344,-8.1129
-0.5807,-4.0186
-0.1271,-0.8621
-1.7362,-1.9246
-4.5017,-4.2997
-10.33,-7.9251
-11.4397,-8.3632
-9.3935,-8.1452
-11.3788,-9.8338
-12.5203,-11.8351
-11.8495,-11.0241
-11.5228,-8.7135
-8.4776,-4.7158
-6.0575,-2.3432
-6.1688,-0.5332
-8.3427,-1.7234
-8.173,-2.4449
-7.6597,-3.2602
-10.5842,-5.2635
-9.1026,-3.1731
-5.1211,-0.708
-4.6399,-0.4934
-4.1902,-3.279
-0.6155,-1.2834
-1.0721,1.3996
-3.2788,1.9575
-5.2355,-2.5471
-7.1608,-8.2392
-7.0549,-8.0564
-3.4492,-5.5929
1.8749,-2.7237
0.98,-2.9172
1.0226,-3.0795
6.0025,0.5704
5.9508,0.2513
4.5239,-1.4428
0.8468,-3.3245
0.5446,-3.4252
0.0862,-3.651
-4.1537,-6.3459
-5.2375,-3.7285
-4.8839,-1.705
-4.8117,-1.1193
-7.3335,-5.2213
-7.1053,-6.9795
-7.2833,-5.4565
-9.4303,-5.6211
-6.2961,-3.2858
-2.1309,-0.8882
0.909,1.8215
0.1362,0.4371
0.082,0.7712
-3.6289,0.1362
-5.0588,-2.3428
-4.3011,-4.5095
-7.6063,-6.2388
-15.8804,-7.9682
-18.5919,-10.5727
-12.8036,-7.5523
-10.8595,-4.8448
-11.3534,-4.4815
-11.9725,-5.6811
-15.1542,-7.7559
-16.0236,-8.5184
-14.5183,-9.0626
-12.2943,-7.138
-12.2265,-7.5261
-14.2525,-10.0392
-11.81,-9.6463
-10.1489,-7.7224
-9.3632,-7.7988
-5.8587,-6.7192
-6.1669,-5.2647
-0.9441,0.752
7.0283,5.8307
7.3131,4.597
2.9728,0.6444
3.4138,-1.0896
3.6984,-1.7924
1.7328,-2.5893
0.7359,-4.7927
0.3638,-5.8401
-1.2271,-4.9189
-0.1931,-0.9042
1.5282,0.6728
1.6868,1.281
2.3454,4.3266
4.8476,5.9971
7.8495,8.7299
8.1948,9.3997
3.8835,7.2254
0.4158,3.832
0.2919,3.1573
5.5742,8.7636
5.6373,9.3697
5.4816,8.8195
6.7319,9.1442
5.5135,7.8752
5.9827,6.5748
3.4517,4.0867
-1.4232,3.6609
-4.173,1.735
-6.048,0.1525
-6.517,1.0698
-6.2364,3.9867
-5.5808,7.841
-5.4879,10.6327
-5.8015,10.4867
-6.3027,9.7469
-4.5229,9.9443
-10.9312,3.6412
-17.3086,-4.5061
-12.405,-2.4349
-6.9705,0.6358
-8.3798,0.05
-9.6954,-0.7546
-7.8547,-1.8718
-7.8268,-4.6767
-9.6428,-8.9506
-10.2714,-13.162
-8.4001,-13.5612
-8.529,-12.6482
-9.877,-13.2668
-12.194,-15.3545
-16.8864,-15.9425
-19.0477,-15.5933
-17.5528,-13.7443
-14.7766,-11.5202
-11.7192,-9.4837
-12.0682,-10.26
-15.3237,-13.1615
-14.6732,-12.907
-9.3354,-8.5592
-9.6853,-5.1178
-14.723,-5.8331
-13.3546,-4.2674
-9.3615,-1.0457
-6.1187,2.3008
-9.9696,-2.0089
-15.2578,-8.131
-12.3588,-6.6908
-8.5851,-2.9697
-5.4991,-1.8427
-4.4445,-1.1847
-7.3275,-2.9644
-4.523,-0.8691
3.2814,5.8824
7.3668,8.3839
5.7644,4.5102
1.537,0.6052
-2.7529,-4.4249
-7.918,-10.2365
-9.1459,-9.9546
-4.999,-4.4542
-2.1337,-1.3916
-1.6436,-1.2355
-2.9975,-1.3608
-7.1017,-2.3301
-11.7373,-5.2057
-10.0915,-5.7376
-3.5082,-3.832
-0.3627,-1.8329
-0.4984,1.0099
3.5848,5.1027
7.9802,8.5702
8.2191,10.0999
10.2704,13.3796
11.0092,14.2216
11.3103,12.5636
9.2987,9.4992
7.5059,5.4346
9.338,5.6513
7.6386,5.4613
5.314,5.5836
4.8958,5.706
5.3836,8.4219
6.3709,10.7623
7.0144,11.8525
7.6888,11.88
7.9258,8.7824
9.2252,6.216
12.6495,8.9933
10.5421,10.239
10.3408,9.9218
11.702,9.8233
8.7504,8.6933
5.2672,5.5942
4.4401,5.1825
6.0505,9.4583
6.9421,11.0466
4.5838,7.2599
1.0379,0.7857
-1.852,-2.5012
-3.2733,-2.3196
-2.7885,-1.2008
-3.8666,-1.3326
-3.4762,-2.3707
3.5078,-1.2529
8.3354,1.8339
8.3507,3.1082
10.0846,5.0387
13.4749,7.9381
10.3652,5.8373
5.3179,1.6426
2.2081,-0.771
0.9732,-0.9661
-1.3869,-1.0677
-0.4971,-0.7945
3.3613,2.0414
4.0947,3.5024
1.828,1.1819
1.6237,-0.2949
-1.0495,-1.0217
-6.2541,-4.2487
-7.0525,-5.2572
-8.5386,-6.0786
-8.0247,-5.8063
-3.667,-2.534
0.0969,-0.9804
4.3607,1.448
2.7806,-1.7488
4.2943,-1.4769
7.3078,1.5449
8.1026,1.8165
12.8973,4.1505
16.6917,6.6092
13.1732,6.63
8.3107,4.2131
8.7918,3.1397
7.3354,2.3475
5.3473,2.3988
3.2339,1.1998
-3.1606,-5.7179
-8.3989,-10.2607
-6.6061,-10.1474
-5.9385,-8.9409
-9.0525,-8.9846
-13.6042,-11.8723
-10.4059,-9.8538
-4.6139,-6.2102
-4.1346,-6.6915
-2.9678,-4.7354
0.2303,0.1894
1.022,2.0826
2.0013,2.7255
0.918,2.9309
0.9594,2.6672
7.8131,6.3096
13.2917,9.5769
12.239,7.6568
10.3423,5.6118
13.7581,8.0667
14.1737,8.0528
11.1203,4.6009
11.0042,5.3363
14.638,8.0404
13.6779,7.963
8.3112,7.0728
6.6317,6.6199
5.7334,4.3543
4.3036,2.995
4.4986,3.2918
7.8809,5.7759
9.1381,6.1036
6.1452,0.6185
6.4336,-0.4291
7.7846,1.6794
6.5418,0.9441
4.0173,-1.6352
4.1802,-2.3397
2.9994,-5.1379
1.2247,-9.8113
2.0749,-10.391
3.7689,-7.1895
3.6817,-5.7066
3.0009,-5.5988
6.7576,-2.2411
4.9518,-2.5084
5.6146,-0.6823
10.4335,4.6748
12.7523,6.4069
10.2896,6.0451
7.1707,2.7771
4.2083,0.103
2.5895,-0.3838
1.6579,-0.1207
2.1639,1.2672
-3.049,-3.0637
-3.4808,-3.2074
1.9621,-1.2263
5.8421,1.0669
8.0343,1.8601
11.539,4.247
10.1375,6.4463
7.3294,6.8641
6.1774,4.7815
9.8068,5.3865
11.4988,9.6165
7.8783,11.2215
5.5389,11.6702
2.9495,10.9939
1.9538,9.5987
-0.7293,6.9536
-0.4436,3.746
-3.1892,0.8821
-5.7473,-2.4195
-5.2431,-3.6587
-1.2701,-0.5543
0.1087,-0.95
1.7374,-3.3148
1.6785,-4.2421
4.9322,-2.1381
8.2172,-1.9089
8.5333,-3.3674
11.6305,-1.6075
13.54,-0.7854
10.8558,-3.3383
6.6405,-5.5786
6.4878,-2.725
6.8662,-0.8405
9.1508,-1.0186
7.7479,-4.634
3.8447,-7.4996
-0.9334,-10.9901
-5.6801,-16.3243
-9.2081,-18.6899
-12.9862,-18.0557
-20.3582,-22.3593
-25.0116,-24.3505
-22.259,-21.6231
-19.8504,-20.7709
-17.6918,-18.9811
-16.3143,-16.0351
-19.8429,-17.964
-20.2153,-18.2679
-19.5877,-18.2907
-18.8665,-17.3136
-13.7389,-13.2428
-11.2364,-9.1097
-12.2967,-6.0705
-13.0133,-6.1565
-15.5425,-8.6799
-19.0092,-12.2658
-18.9135,-12.9457
-12.068,-6.8132
-12.9412,-6.4307
-15.2518,-7.1107
-12.1249,-3.2596
-4.0917,4.3726
-1.2459,7.4424
-4.5566,5.8869
-3.9301,9.0187
-7.335,7.4004
-7.6771,2.4072
-7.0817,-1.5859
-10.08,-3.8917
-12.8594,-3.6662
-13.5138,-3.3471
-6.4808,0.2218
-5.1041,-0.6157
-6.4151,-2.8907
-0.7575,0.4904
2.8063,2.7154
-1.3487,-1.7785
-3.6913,-2.9911
0.466,0.5773
5.061,4.0832
1.5622,0.9329
-5.2803,-7.3424
-6.9354,-9.899
-2.7779,-7.1743
0.286,-3.0745
-1.0564,-2.5371
0.5071,-2.3749
1.0395,-4.5252
-0.1155,-7.1129
-0.0203,-6.8256
-4.394,-10.2571
-4.6426,-12.1886
1.3275,-7.7139
2.8913,-5.1457
-0.3259,-6.1086
-1.5745,-5.3215
-1.417,-3.347
-4.3535,-5.3102
-7.415,-9.3046
-7.3203,-11.143
-5.8192,-11.5752
-5.7244,-10.1638
-5.1923,-7.6275
-6.7854,-7.2165
-9.0663,-8.1806
-5.9724,-6.1447
-1.3159,-3.9838
-0.5966,-4.0414
