CP1,CP2
-1.6215,-2.1169
0.0461,-2.2977
2.0262,-2.3222
3.8501,-2.7843
8.3301,-2.309
11.4663,-1.7711
12.2275,-1.8582
14.395,-1.6641
14.2185,-1.3763
14.6358,-1.6197
16.2406,-2.2382
15.0328,-2.9193
15.325,-3.3192
14.2733,-2.9378
11.5967,-1.4315
10.4513,0.2935
9.6183,0.456
9.1291,0.1809
9.9211,0.7808
9.1193,1.2557
8.63,1.8244
9.0781,2.9555
8.4013,3.2116
5.912,2.1239
3.5789,2.4425
2.9332,4.5736
2.6938,5.6734
2.7041,5.1169
1.9332,5.2166
1.9435,4.8788
0.2037,3.2285
-0.5673,1.922
-0.3071,2.2405
0.6406,1.8715
0.4946,0.6899
-1.2763,1.0395
-3.1099,1.9203
-4.131,1.9886
-6.4022,1.9006
-7.486,2.6876
-7.9135,1.1621
-7.9349,-0.6759
-7.8626,-0.0765
-8.0091,0.5541
-7.5307,1.7785
-8.021,3.534
-10.2614,4.2895
-11.3769,3.6075
-14.3986,1.6442
-20.0453,0.2433
-18.9733,-0.9388
-16.87,-2.9646
-16.1105,-3.678
-14.9759,-4.5789
-12.56,-5.3235
-9.2692,-6.1933
-4.5097,-5.7817
-1.219,-4.2764
1.6965,-3.7087
4.9557,-4.3911
7.6211,-5.0734
8.3178,-4.8184
8.9206,-3.0321
10.711,-1.6208
11.7201,-2.2408
12.0418,-2.642
12.1448,-1.6995
11.1853,-0.9132
11.8195,-0.3457
12.5475,0.4406
11.6818,1.0081
11.6909,1.8569
12.4187,1.9244
12.959,4.1793
15.4992,6.0904
15.758,4.6266
15.798,5.3501
14.9317,6.9487
12.6904,6.3285
12.574,7.302
11.7389,7.3067
11.4038,3.9051
8.5063,1.5973
3.7963,1.7269
2.3362,2.9502
1.4075,3.0485
0.2599,3.0218
-0.4815,2.2138
-0.3167,0.4996
-1.1832,0.5041
0.4191,2.1335
1.5837,1.3568
-1.0016,0.0175
-2.5245,0.9595
-2.235,1.8701
-2.8831,1.7182
-4.2499,3.0662
-6.8667,3.0705
-7.171,2.6997
-6.2566,2.2039
-5.8735,2.1456
-6.8654,0.6499
-8.3571,-1.0334
-9.8176,-1.998
-9.8405,-3.0875
-10.1135,-4.7708
-10.6051,-6.1104
-8.628,-6.0751
-8.3385,-6.2273
-7.2992,-6.9108
-6.9161,-6.2195
-6.3142,-5.7782
-4.0561,-6.3681
-2.2668,-6.2706
-2.3525,-5.9231
-1.0633,-5.5443
1.7572,-4.0718
1.3903,-2.7556
1.4296,-2.8457
4.5314,-3.1546
6.852,-1.7759
7.985,-0.9283
9.8994,-0.8308
11.0325,-1.0769
10.3844,-0.5729
8.9238,-1.1314
8.8069,-1.1587
8.3149,1.0015
7.3541,3.4428
8.987,5.0716
10.7449,5.5441
10.8463,4.8289
10.7601,3.9574
10.2989,3.1797
10.8377,3.7144
11.1265,3.7179
10.3529,3.8464
10.5794,5.1312
11.6185,5.2597
11.0326,4.3569
10.2592,4.3916
10.8922,5.3012
10.0876,4.7109
8.4394,3.4331
8.1972,3.6239
7.955,3.2522
7.7754,4.1929
7.3145,5.5711
6.7284,5.6679
6.6736,5.546
5.7436,4.299
4.9699,3.1456
2.3836,1.0236
-0.4527,-2.3172
-2.664,-4.0018
-4.6253,-3.7489
-6.899,-3.9335
-9.3914,-3.7431
-10.6651,-2.8341
-8.8452,-1.6125
-5.6189,-0.9534
-4.3928,-1.2006
-3.6355,-0.6666
-0.7221,-0.6326
1.0664,-1.2549
3.2924,-0.7521
4.1122,-0.5617
2.7758,-0.6526
4.3145,0.6002
6.4157,1.7593
6.892,2.2309
6.7746,0.6087
7.9383,-0.6072
9.2271,-0.792
8.2972,0.5232
8.961,1.9321
8.656,2.3097
7.6323,1.281
8.3272,2.0023
5.7407,3.7234
3.8418,3.8194
4.4428,2.6028
4.1062,2.2611
3.8009,2.1069
3.6206,1.5465
2.6905,1.5485
2.7916,1.9879
3.4865,2.1462
4.4627,3.3982
3.8452,5.3377
1.6027,5.8085
0.6414,4.4668
0.1488,4.3437
-0.2501,4.8144
-0.9304,4.4099
-0.6421,4.0367
1.0837,3.9134
2.6844,3.3838
2.66,2.948
1.7292,3.9184
1.9861,3.67
2.7743,1.3904
3.5001,1.267
4.1634,1.4561
3.0142,-0.9799
2.4275,-4.1034
0.4658,-5.383
-0.5896,-6.3189
-1.0199,-5.7548
-1.5753,-5.347
-3.412,-6.2204
-6.3111,-6.3751
-9.9603,-6.3423
-13.672,-6.5907
-16.29,-7.1517
-16.7831,-8.244
-15.1824,-6.3989
-13.2066,-4.46
-10.9495,-2.9274
-9.505,-0.4885
-6.498,2.419
-3.0536,3.8889
-0.2967,2.9525
0.6477,1.4223
1.217,1.2359
1.8176,1.5495
1.8246,2.0505
2.019,2.9265
2.8384,3.1151
1.4078,2.4911
0.5085,2.4296
2.1404,2.7119
1.5223,2.9316
-0.877,3.9637
0.8176,4.9958
3.8872,6.5591
6.3943,6.7162
7.2764,6.6232
8.1583,6.3114
7.9779,5.9685
8.5475,5.5631
8.9921,5.3451
9.343,3.9708
9.1626,3.0028
7.7636,1.1598
6.6146,-0.2769
6.278,-1.2449
7.6601,-2.0879
9.3547,-2.9934
10.1118,-2.4302
8.7437,-1.0545
8.0319,0.0398
8.1639,0.759
6.6707,0.2281
4.2087,0.9785
2.0593,0.9788
-0.184,-1.4271
-3.3335,-2.7082
-5.4203,-2.7392
-6.2884,-3.0202
-8.0314,-1.4262
-10.9931,0.199
-11.8923,0.4805
-12.1352,0.012
-12.128,0.4183
-10.3082,0.981
-9.676,0.6374
-10.3251,-0.2375
-10.9742,-1.2687
-11.2481,-2.3312
-11.647,-3.55
-12.1083,-5.0502
-11.4134,-6.3003
-9.3122,-7.2068
-9.6485,-7.457
-8.0785,-6.9884
-5.4148,-7.2074
-4.1885,-6.4576
-1.0871,-5.8016
0.9518,-6.3645
3.053,-5.5211
5.8417,-3.084
5.5365,-2.4282
4.8875,-2.3662
5.4259,-2.3042
4.933,-1.4299
4.7839,-0.493
4.4162,-0.2749
4.111,-0.1193
6.1184,0.1613
6.6572,-0.558
7.2273,-0.3711
9.2037,2.4096
10.7427,4.1589
12.1566,3.8457
12.4767,3.3762
13.0155,4.438
13.5856,5.531
14.5931,6.1551
12.7567,5.4042
9.9203,5.7156
8.459,6.5583
8.8102,6.5572
6.8177,5.3685
3.5126,4.9922
2.9263,4.9909
1.4026,3.6458
-1.0586,2.5821
-2.7073,2.3621
-2.1059,3.9233
-2.9419,3.8594
-3.9965,3.4205
-3.9575,5.8253
-5.5748,5.5425
-8.0984,2.6972
-8.1532,2.2269
-8.5518,1.0066
-11.0441,-1.9013
-13.1301,-4.1216
-14.3098,-4.967
-15.5832,-5.7498
-16.9189,-5.0639
-17.0671,-4.7842
-15.2777,-4.0358
-11.8946,-3.5373
-8.4803,-3.8828
-6.2845,-5.7594
-3.745,-6.4174
-1.3305,-6.4192
1.2403,-5.671
2.4361,-5.4541
4.3821,-4.3622
6.3906,-3.239
7.7116,-2.8972
9.4391,-1.6802
9.5415,-1.5882
8.1441,-1.1837
8.2779,-1.0605
8.7241,-1.9998
7.0765,-2.4392
7.0852,-2.3473
10.0627,-2.5368
10.5715,-0.6325
10.1427,1.5529
9.8076,2.207
8.1912,2.9859
8.2622,3.8586
9.6143,3.5125
8.8728,2.51
7.4438,2.5076
4.8273,1.7864
0.8359,-0.1223
-0.6867,0.0939
-2.2093,0.1539
-5.1067,-0.3174
-8.3166,-1.8198
-9.9015,-3.3224
-9.705,-4.1375
-11.227,-5.3587
-11.6241,-4.8614
-10.521,-3.6453
-9.3242,-3.4605
-9.3773,-3.4631
-9.3367,-2.622
-7.5771,-1.4996
-7.2862,-2.2833
-7.3389,-2.6609
-7.954,-3.6946
-10.0066,-6.1659
-11.3092,-8.0434
-12.0181,-9.1709
-12.6958,-9.5795
-14.4985,-9.3007
-16.4574,-9.4595
-18.8852,-9.6496
-19.813,-9.7771
-18.8659,-10.1236
-16.9186,-10.5638
-15.4713,-11.129
-13.9926,-11.0069
-11.9201,-9.4161
-9.3788,-8.6378
-6.8062,-8.7656
-5.1711,-6.9873
-4.661,-5.709
-4.307,-7.5244
-3.4219,-10.2462
-3.2554,-11.9992
-2.1826,-12.3771
0.0153,-12.7552
1.3382,-11.352
1.8485,-8.5739
1.89,-8.4521
0.5253,-8.1428
-0.1831,-7.6148
-0.4227,-6.6804
0.7752,-5.0272
1.9417,-3.4366
3.5772,-2.6897
4.5877,-2.099
3.5983,-0.1021
1.8276,1.301
2.3382,1.3915
1.6612,0.7007
-0.9533,-0.0213
-3.5054,-0.056
-4.0263,-0.4657
-3.3908,-1.0942
-2.3801,-0.5039
-2.0256,-0.5699
-3.0773,-2.0421
-3.254,-0.7956
-3.0556,1.7322
-3.3571,3.3226
-3.8148,2.8192
-3.1473,1.6283
-3.3547,-0.8752
-3.562,-3.4099
-5.7068,-5.6009
-8.1015,-7.6356
-10.0899,-9.6391
-13.3596,-11.2052
-16.223,-12.365
-17.4301,-13.0873
-17.6684,-11.5908
-16.5627,-9.9381
-15.9258,-9.9728
-15.7575,-11.32
-14.5265,-10.3548
-13.7955,-9.7333
-11.9394,-8.7056
-11.5833,-6.8654
-10.0397,-5.2753
-8.0274,-5.2164
-6.5465,-4.5638
-6.4093,-3.5051
-6.4283,-3.7589
-5.4162,-4.9814
-4.2791,-4.454
-2.9544,-3.6453
-0.6298,-2.0241
2.0699,0.1595
3.5819,2.0618
5.219,3.1204
8.0124,4.8039
10.3057,7.6749
10.2241,9.2022
6.9238,8.1982
4.5298,7.4442
3.6983,6.7215
3.3043,4.9988
1.5666,3.4635
-0.2961,2.272
-0.7211,1.7055
-2.3023,1.1078
-3.5708,1.4476
-3.2145,1.4748
-3.2956,0.7521
-2.0956,1.0294
-0.5204,1.6505
0.7111,1.2091
1.3176,0.8928
1.1429,1.4827
0.7808,1.4789
1.7937,1.5063
2.9941,2.5961
2.2258,4.6233
-0.6987,3.713
-3.4043,1.9902
-4.8911,0.9236
-6.3466,-1.2055
-7.427,-2.6783
-8.2261,-2.62
-6.494,-4.4366
-5.0118,-6.4096
-6.0296,-6.5075
-7.266,-5.3554
-8.1272,-4.8283
-7.2383,-3.8949
-4.6306,-2.8678
-4.1165,-3.6844
-5.7585,-4.876
-4.4317,-3.8801
-2.511,-2.9155
-0.1216,-2.3571
3.0804,-1.0487
5.9698,1.6346
7.9219,3.1305
9.4677,3.1264
11.6698,3.0597
12.5282,1.5868
14.668,-0.0423
16.8702,1.0787
17.8537,2.7934
17.5248,3.1332
18.696,4.3479
19.1173,5.875
17.5074,6.1209
15.7413,6.5544
13.319,6.6128
11.5529,6.3587
9.0057,5.792
6.2398,4.5065
4.2237,4.2835
2.8013,4.7791
-0.0898,4.2749
-3.5434,4.708
-5.747,4.4849
-5.7319,3.7306
-6.0607,3.1638
-6.8268,2.7533
-7.9053,1.8116
-9.8276,0.8387
-11.656,0.5532
-12.7345,-0.701
-11.9692,-1.0802
-11.2039,-0.1157
-11.3448,-1.2763
-13.0481,-3.4056
-13.3451,-3.1599
-13.7359,-3.1331
-16.1892,-4.95
-16.4549,-6.5169
-14.2205,-6.7715
-13.2361,-6.901
-11.9704,-5.6243
-8.5796,-5.0351
-5.5637,-4.8834
-3.1414,-3.1692
-1.1877,-2.0176
0.3598,-0.2408
1.7199,0.7235
4.2364,1.1252
6.3466,1.8707
8.9255,3.5537
12.3793,5.3304
12.552,6.8571
11.2246,7.8212
11.8035,7.7854
15.1325,7.7807
15.3053,6.7448
13.4156,6.5526
10.3384,6.4542
7.4174,6.2308
7.2465,5.6948
8.5444,5.3778
7.6548,4.7795
2.4217,5.1812
-1.8113,5.2391
-2.6693,4.8284
-2.246,4.8863
-2.1976,3.2881
-2.243,2.1273
-1.8509,1.6854
-1.5839,0.7746
-1.848,-0.605
-1.7683,0.0779
-1.9387,0.8857
-2.9216,2.006
-2.7483,2.1887
-1.8249,0.8089
-0.9014,0.0229
0.1471,0.987
-0.3358,0.2947
0.1814,0.3524
2.261,1.6912
2.5905,3.1239
1.9201,3.5566
1.906,4.1142
2.3607,4.6094
2.3154,5.0108
2.7075,6.0372
1.9123,6.0325
-0.6955,4.8715
-1.3345,5.1792
-1.2233,6.3307
-2.7994,5.5448
-4.1566,3.3839
-3.1075,1.7542
-2.8083,1.562
-1.7277,1.6824
-0.0222,1.1152
1.9021,0.8294
3.2639,0.3248
4.0944,0.4451
5.4563,0.4091
6.8806,0.0293
9.1799,0.7432
12.0105,3.1133
12.9035,5.9208
11.0152,5.8534
8.4707,4.661
8.4888,5.8124
6.7882,4.7762
3.9315,2.5525
0.6685,1.9539
-2.7508,1.449
-4.1076,1.3816
-4.0582,1.5642
-4.2588,1.9343
-3.7095,1.3357
-1.8477,1.4246
-0.9547,1.5761
0.2821,2.3214
2.0189,2.0041
4.5995,0.3119
6.1179,0.6196
6.3238,2.0836
8.3423,3.985
9.3296,5.3552
8.8168,6.0692
9.9915,5.7205
11.6038,4.6531
12.4972,4.4295
14.1095,4.7059
16.2532,4.2948
16.6782,2.79
15.0721,0.4103
13.7159,0.343
13.2972,2.2134
15.1285,3.5525
14.7099,4.0792
13.6662,5.606
12.1538,7.1953
10.9851,7.2533
10.4727,6.6238
11.3979,8.0568
12.1042,7.4273
12.0605,7.0477
12.1418,8.418
12.1292,8.2882
12.4917,7.5335
11.2604,7.4037
7.9355,5.6801
5.9542,2.144
5.4416,-0.3295
6.0228,-0.8655
7.604,-0.9953
8.154,-1.7501
7.9853,-1.786
8.7229,-0.9156
8.6168,-0.5138
7.2608,0.2004
6.7174,0.4773
7.0177,0.6603
7.9743,0.0622
9.2122,0.5891
10.9503,1.5223
13.4383,1.9243
15.5201,3.0763
15.8832,5.2283
15.9025,6.1304
15.2968,5.0013
15.7223,5.7784
16.679,5.7117
18.1045,4.6763
18.8736,3.3909
16.4866,3.6055
14.4747,3.4452
14.8692,4.3162
14.2635,4.1871
12.595,4.0891
11.6766,3.5536
11.3832,3.5493
10.4647,3.5763
10.5775,2.9782
11.0653,2.3802
10.9281,1.376
11.5409,0.9343
9.4038,-0.6637
7.579,-0.543
9.3167,0.4215
11.6793,1.3546
11.9795,1.7252
11.5921,1.6584
11.6734,0.9977
11.9423,0.0246
12.4613,1.364
13.8241,2.8284
17.0618,3.8241
17.0183,4.0385
15.8497,4.5343
17.0874,5.3738
16.6376,5.1196
15.2192,5.0842
12.7068,3.2677
11.1007,2.0137
12.0259,2.3223
12.3573,2.3498
11.2512,3.0023
12.0825,4.4986
13.6639,5.2136
15.5578,5.7411
15.733,5.6124
12.5332,6.1087
12.4271,5.2925
13.7274,4.6952
13.5589,3.5041
14.7654,3.938
16.1905,3.6532
18.2718,2.0559
18.9156,2.521
19.4969,3.1112
18.953,1.9514
16.5653,0.3853
13.5526,-1.4933
11.9462,-2.7157
12.121,-3.0943
10.8583,-3.3168
8.9705,-4.0081
9.2076,-4.0432
7.8822,-4.3283
4.4629,-3.3634
-0.019,-3.9299
-3.9072,-4.7777
-6.1705,-4.1567
-7.1213,-4.4107
-5.8847,-5.1022
-5.7731,-5.2937
-6.2242,-5.4226
-7.4251,-4.7391
-9.2197,-2.9618
-9.2956,-3.622
-8.7776,-4.4696
-8.1971,-4.5672
-9.2729,-3.321
-9.9737,-3.7311
-10.1745,-6.1412
-9.6881,-6.1761
-8.4517,-5.3361
-7.0588,-5.2461
-7.2598,-3.7498
-9.5858,-3.0347
-8.9431,-3.2258
-6.4566,-2.9794
-5.4702,-3.608
-6.2651,-4.2053
-6.685,-5.4276
-4.3861,-5.3372
-2.8999,-3.2469
-0.6325,-3.1877
3.1975,-3.816
5.5275,-3.4131
5.6701,-2.7289
3.1562,-3.1697
-0.7953,-3.2666
-5.1219,-4.0198
-6.6048,-5.8667
-5.1187,-8.2447
-4.4452,-9.8728
-4.7405,-11.8759
-4.7546,-11.9102
-4.2063,-9.1634
-3.6582,-7.5729
-3.2038,-7.3262
-4.0306,-7.6731
-5.6701,-8.2076
-7.341,-6.6171
-10.7307,-6.0267
-12.3705,-4.3425
-11.4166,-3.2521
-11.4003,-2.818
-11.4155,-2.1652
-8.4934,-1.9188
-6.7589,-0.7348
-7.9307,-1.5821
-9.6337,-2.0856
-9.2429,-0.8704
-8.0398,0.7198
-9.243,1.7476
-11.1962,2.3379
-11.1493,2.3345
-10.415,1.3312
-9.8058,1.7342
-8.4779,2.356
-7.2436,2.3842
-6.1031,1.4749
-5.7126,0.3157
-6.4785,-1.2185
-6.0256,-3.2839
-4.8853,-4.3493
-1.2762,-3.852
0.5514,-2.886
-1.3711,-1.2012
-3.3249,0.0148
-5.185,-0.5191
-5.264,-0.0531
-4.2494,0.038
-5.1412,-1.6521
-9.4395,-4.5611
-12.1441,-5.4075
-13.3176,-4.4726
-12.3662,-5.1003
-11.6336,-5.1655
-11.0573,-4.5119
-8.4813,-4.2334
-6.3429,-2.3923
-4.3295,-0.6451
-2.8161,-0.2104
-1.4591,-0.4007
-1.7272,0.7527
-1.9953,1.2811
-3.1386,0.5594
-5.8444,2.6503
-9.2377,3.4911
-9.2873,0.6133
-11.587,-1.952
-14.6368,-2.4235
-15.749,-3.9575
-17.8614,-5.429
-20.5363,-5.7755
-21.4612,-5.872
-21.8238,-5.2497
-20.8427,-4.9713
-19.0492,-3.599
-19.8496,-4.2581
-18.4938,-4.4172
-15.7631,-2.8575
-13.0637,-3.4853
-9.0831,-3.988
-7.6028,-4.1157
-8.56,-2.6497
-9.1422,-0.7461
-7.5995,0.0951
-6.3382,-0.0325
-6.0146,0.09
-6.9722,0.0251
-7.6171,0.5539
-7.1058,-1.0109
-7.8133,-2.607
-9.3021,-2.6405
-9.4158,-1.799
-8.9046,-0.3324
-8.9246,0.9154
-10.6011,2.3821
-13.5277,2.9737
-15.2668,4.4718
-14.7874,5.1261
-12.8395,3.9678
-11.7355,2.6533
-9.7879,2.4637
-7.434,2.2741
-6.3614,1.6159
-6.9453,2.2389
-6.4357,3.7369
-3.8013,3.7975
-1.4483,3.6705
-1.7829,2.3248
-3.1801,1.1665
-3.7338,0.852
-3.6628,0.0062
-3.592,-0.0583
-5.5527,-1.0917
-6.9511,-1.2813
-6.7559,-0.846
-5.7797,-0.692
-5.2412,-2.7567
-5.2028,-2.0087
-4.9145,-0.8233
-4.626,-1.8253
-4.8061,-3.0773
-2.5487,-3.0168
-0.9161,-1.8314
0.4666,-0.7396
0.7555,0.0709
-0.4244,1.9127
-0.4793,3.1295
-0.6593,2.4401
0.2856,3.2195
1.4806,4.8114
0.9567,3.9971
-0.8173,2.9016
-3.2475,4.3061
-3.8653,3.9919
-3.7957,3.0215
-4.195,3.3011
-6.3133,3.8932
-5.7754,3.8291
-2.5502,3.1712
-0.3877,2.8883
0.4623,2.043
-0.8128,1.0103
-2.1505,0.7901
-2.4571,0.9136
-2.1389,0.9121
-2.1959,2.098
-2.378,3.284
-3.9977,1.97
-5.9926,0.3435
-6.6126,-0.5955
-7.6391,-1.3471
-8.9469,-2.5674
-8.7548,-2.5689
-7.9066,-1.7266
-9.4959,-3.3843
-8.7415,-2.7296
-7.2061,-0.1998
-7.3584,0.3612
-5.3545,0.0161
-3.7571,-0.2666
-4.5347,-1.4867
-5.0626,-1.5818
-5.622,-0.7393
-6.1502,-0.3344
-5.3349,-0.0231
-4.7385,0.132
-4.8921,0.1934
-5.3271,0.411
-4.7621,0.1287
-3.2911,0.2526
-2.3514,0.5015
-0.0369,0.8442
1.9338,2.0619
3.1545,4.8108
4.6251,6.7785
3.4392,6.4024
2.6594,5.9325
1.3171,5.5876
0.7246,4.774
-1.0244,3.8353
-2.6487,3.0529
-2.9919,1.1143
-4.054,-0.418
-5.96,-1.6379
-7.366,-1.9515
-6.7411,-1.7338
-6.3974,-1.6099
-6.3038,-0.6421
-5.7417,0.3258
-6.0858,-0.5188
-3.5548,-0.0197
-1.649,0.8545
-2.1182,0.4476
-2.6812,0.2594
-2.9943,1.8838
-2.2763,2.2894
-3.5585,1.9138
-5.1534,1.8818
-5.6858,0.7875
-6.6557,-0.7443
-7.8133,-1.8386
-7.5335,-2.6517
-6.1601,-2.2148
-5.7555,-2.0592
-6.1635,-2.6535
-5.9154,-2.6853
-3.5424,-1.1546
-0.5445,0.5949
0.3597,1.282
0.7639,1.8128
2.0431,2.0
5.291,1.9997
5.3826,-0.313
1.9428,-1.5944
-1.6847,-1.0321
-2.0623,-2.0634
-0.3148,-2.2196
-0.9112,-0.9071
-1.1953,0.6242
-0.4796,0.0618
-0.8576,-0.3756
0.2017,-0.2817
2.1985,-1.6253
1.3826,-3.3439
0.3479,-4.5624
0.5631,-3.0309
0.497,-0.8119
1.3057,-0.4365
1.4894,-0.0298
3.1419,3.0331
2.1692,3.3461
0.7591,3.2842
-1.7137,3.0973
-3.2802,1.0666
-1.6904,0.4109
-3.0384,0.4427
-6.449,-0.3069
-9.1409,0.4124
-9.9581,1.4755
-9.2442,0.9448
-7.4994,-0.1172
-5.3798,-0.8979
-4.948,-1.8036
-3.5789,-2.553
-1.96,-2.4274
-0.5287,-1.5828
0.4962,-1.7383
0.4271,-0.925
1.1705,0.2634
-0.0548,1.3893
-1.8427,0.5153
-0.6618,-0.5461
1.0189,-1.42
0.1997,-3.1063
-3.0882,-4.0425
-4.6886,-5.0099
-6.4139,-5.6023
-7.6078,-3.882
-7.5205,-1.7554
-7.0894,-0.2225
-6.3144,-0.2519
-4.8207,1.1561
-4.2645,2.3454
-3.8957,1.3474
-3.4019,2.0057
-1.377,3.0077
-0.2587,1.4786
-1.7343,0.8557
-1.6163,1.9204
-0.5609,3.1101
-0.3494,4.2373
1.4244,4.302
3.3856,4.4917
3.128,2.1502
2.1515,1.1837
1.0499,1.8735
0.2608,1.5945
1.2215,1.6281
1.6821,1.0055
1.955,-0.1483
2.4467,-0.7709
3.8446,-1.2997
2.2737,-0.8285
0.0777,-0.5446
0.6628,-0.9796
1.2166,-2.7895
1.8016,-3.4744
1.2302,-3.0967
1.6274,-1.9064
3.3369,-1.06
4.4525,-0.651
3.193,-1.617
2.121,-0.8956
2.2051,-0.5492
2.0703,-1.7028
1.7791,-2.4814
-0.2934,-2.2287
-1.9285,-4.101
-2.5012,-4.9106
-4.6678,-3.8765
-5.9283,-3.1236
-5.7513,-3.2455
-4.918,-1.1486
-7.5536,0.261
-9.1268,-0.4231
-6.9812,-0.6696
-3.0856,0.3965
0.7161,0.6816
0.4554,-0.6271
0.1011,-0.4045
-0.7532,1.0057
-1.7637,0.4472
-1.1801,0.0763
-1.7838,0.268
-3.3251,-0.6339
-3.0226,-1.1608
-3.9699,0.3436
-3.511,1.8793
-1.927,3.1026
-1.8741,4.5759
-3.4462,4.7993
-3.1746,4.2728
